,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,pca0,pca1
6472,522,1,34,3,0.0,2,1,1,3894.34,0,-83725.50285862791,89965.45291340505
6473,567,0,36,7,0.0,2,0,1,3896.08,0,-83725.36729391105,89963.71831463459
6474,641,1,37,2,0.0,2,1,0,3939.87,0,-83721.96583460372,89920.06080745153
6475,638,1,34,7,0.0,2,0,0,3946.29,0,-83721.46730010919,89913.66017951704
6476,742,0,24,8,0.0,2,1,0,4070.28,0,-83711.83724767684,89790.04496125088
6477,502,0,33,7,0.0,2,0,1,4082.52,0,-83710.888926631,89777.841173251
6478,674,1,42,9,0.0,2,1,0,4292.72,0,-83694.56303845,89568.27657096674
6479,622,0,37,4,0.0,2,1,0,4459.5,0,-83681.61135687902,89402.0000944171
6480,579,0,35,1,0.0,2,1,0,4460.2,0,-83681.55741158493,89401.30206828707
6481,721,0,54,5,0.0,2,1,1,4493.12,0,-83678.99939437359,89368.48197827885
6482,557,1,27,2,0.0,2,0,1,4497.55,0,-83678.65704388519,89364.06478494323
6483,584,1,38,3,0.0,2,1,1,4525.4,0,-83676.49389498237,89336.29900100871
6484,728,1,37,4,0.0,1,0,0,4539.38,0,-83675.4068345313,89322.36168276636
6485,531,1,37,1,0.0,1,1,0,4606.97,0,-83670.1596435006,89254.97518208601
6486,682,0,46,4,0.0,1,1,1,4654.28,0,-83666.48405375684,89207.80856366603
6487,576,0,32,7,0.0,2,1,0,4660.91,0,-83665.9702438973,89201.1982205207
6488,597,1,33,2,0.0,2,1,1,4700.66,0,-83662.88303701986,89161.5683419771
6489,755,1,29,3,0.0,3,1,0,4733.94,0,-83660.2970178194,89128.38935116521
6490,625,1,44,7,0.0,1,1,0,4791.8,0,-83655.80475274408,89070.70370358479
6491,805,1,31,4,0.0,2,1,0,4798.12,0,-83655.3122875993,89064.40334691977
6492,686,1,31,1,0.0,2,1,0,4802.25,0,-83654.99268130118,89060.28543931464
6493,850,0,33,10,0.0,1,1,0,4861.72,1,-83650.37264982688,89000.99557279864
6494,678,0,26,3,0.0,2,1,0,4989.33,0,-83640.46407914112,88873.770409517
6495,657,1,28,7,0.0,2,0,1,5177.62,0,-83625.84160033279,88686.04900353853
6496,593,1,40,2,0.0,1,1,1,5194.95,0,-83624.49629399838,88668.7711605065
6497,648,1,31,5,0.0,2,1,1,5199.02,0,-83624.17973909168,88664.71361156083
6498,565,0,32,9,0.0,2,1,0,5388.3,0,-83609.48097104972,88476.00499474948
6499,594,1,53,4,0.0,1,1,0,5408.74,1,-83607.89321310139,88455.62685845037
6500,547,1,44,5,0.0,3,0,0,5459.07,1,-83603.98506181996,88405.44869353037
6501,623,0,46,4,0.0,1,1,0,5549.11,1,-83596.99178301204,88315.68087468897
6502,614,0,51,3,0.0,2,1,1,5552.37,0,-83596.73867572547,88312.43070028543
6503,792,0,47,0,0.0,1,1,1,5557.88,1,-83596.30908624631,88306.93790740233
6504,583,0,36,8,0.0,2,0,1,5571.59,0,-83595.24641080052,88293.2686191314
6505,594,1,31,9,0.0,1,0,1,5719.11,0,-83583.78986897442,88146.19417478466
6506,653,1,42,1,0.0,2,1,1,5768.32,0,-83579.96758788101,88097.13300708994
6507,595,0,41,9,0.0,2,1,0,5967.09,0,-83564.53159641172,87898.96312628874
6508,583,1,22,2,0.0,2,0,1,5985.36,0,-83563.11294030622,87880.74823535504
6509,707,0,37,1,0.0,2,0,1,6035.51,0,-83559.2170219303,87830.7501195667
6510,586,1,57,3,0.0,2,0,1,6057.81,0,-83557.48625542822,87808.51711388424
6511,508,1,64,2,0.0,1,1,1,6076.62,0,-83556.02617042011,87789.76368519133
6512,508,1,31,7,0.0,2,1,1,6123.15,0,-83552.41279232755,87743.3741514789
6513,563,0,26,7,0.0,2,0,0,6139.74,0,-83551.12390621475,87726.83442316153
6514,677,1,34,4,0.0,2,1,1,6175.53,0,-83548.34331784798,87691.15289490372
6515,509,0,26,10,0.0,2,1,1,6177.83,0,-83548.1663384129,87688.85928527315
6516,494,0,38,7,0.0,2,1,1,6203.66,0,-83546.16045630038,87663.10726928513
6517,615,0,32,4,0.0,2,1,1,6225.63,0,-83544.45313250727,87641.20400081448
6518,620,0,42,4,0.0,2,1,0,6232.31,0,-83543.9342670105,87634.5442086875
6519,633,1,47,0,0.0,1,1,1,6342.84,1,-83535.35031343224,87524.34807600296
6520,704,0,39,5,0.0,1,1,0,6416.92,0,-83529.59659773122,87450.49201880756
6521,657,1,27,8,0.0,2,0,0,6468.24,0,-83525.61157499554,87399.3268380139
6522,413,0,34,9,0.0,2,0,0,6534.18,0,-83520.4929403192,87333.58521368855
6523,562,1,57,3,0.0,3,1,0,6554.97,1,-83518.87685495795,87312.85852290143
6524,630,0,26,7,0.0,2,1,1,6656.64,0,-83510.98062195761,87211.49574225611
6525,523,0,39,3,0.0,2,1,0,6726.53,0,-83505.5538942076,87141.81649980268
6526,532,1,37,5,0.0,2,0,1,6761.84,0,-83502.81163122844,87106.61316496105
6527,695,0,29,5,0.0,2,1,1,6770.44,0,-83502.14223780506,87098.03964755952
6528,726,1,38,4,0.0,2,0,0,6787.48,0,-83500.818567464,87081.05122597591
6529,784,0,23,2,0.0,1,1,1,6847.73,0,-83496.13904395081,87020.98335019799
6530,714,0,44,7,0.0,1,0,1,6923.11,0,-83490.28557619225,86945.83081704308
6531,578,0,28,4,0.0,2,0,0,6947.09,0,-83488.42465047423,86921.9227759536
6532,586,0,33,9,0.0,1,1,0,6975.02,0,-83486.25549684853,86894.07716078377
6533,785,0,55,5,0.0,2,1,1,7008.65,0,-83483.64178277389,86860.54940644583
6534,597,1,36,9,0.0,2,1,1,7156.09,0,-83472.19341746665,86713.55405540697
6535,422,1,54,4,0.0,2,1,1,7166.71,0,-83471.37024353532,86702.96560095114
6536,600,1,37,4,0.0,3,1,0,7312.25,1,-83460.06593969127,86557.8656915755
6537,653,1,43,6,0.0,2,1,1,7330.59,0,-83458.64111519275,86539.5812609722
6538,467,0,39,5,0.0,2,1,1,7415.96,0,-83452.01303751887,86454.46848561295
6539,803,1,37,1,0.0,2,0,0,7455.2,0,-83448.96245342052,86415.34807220423
6540,617,1,28,0,0.0,2,1,1,7597.83,1,-83437.8875655838,86273.14822067316
6541,733,0,33,3,0.0,1,1,1,7666.73,0,-83432.53563800248,86204.45668777355
6542,657,1,37,2,0.0,2,1,1,7667.48,0,-83432.47809985852,86203.70871581025
6543,553,0,42,7,0.0,2,1,0,7680.23,0,-83431.48889925078,86190.99689503804
6544,561,0,28,7,0.0,2,1,0,7797.01,0,-83422.41970990022,86074.56958674865
6545,564,1,27,6,0.0,1,0,0,7819.76,0,-83420.65290913891,86051.88830322938
6546,677,0,36,4,0.0,2,1,0,7824.31,0,-83420.29843877112,86047.35242394941
6547,638,0,48,2,0.0,2,1,1,7919.08,0,-83412.93887961532,85952.86853813572
6548,705,0,32,7,0.0,2,1,0,7921.57,0,-83412.7449446275,85950.38624311893
6549,818,0,36,4,0.0,2,1,1,8037.03,0,-83403.77718227828,85835.27531822205
6550,776,0,37,2,0.0,1,0,1,8065.0,0,-83401.60541275097,85807.38965930522
6551,596,1,30,1,0.0,2,1,0,8125.39,0,-83396.91725106508,85747.18145460625
6552,678,1,50,6,0.0,1,1,0,8199.5,0,-83391.16096717016,85673.29557262326
6553,687,1,40,1,0.0,2,1,0,8207.36,0,-83390.55051761912,85665.45932406877
6554,838,0,31,2,0.0,2,1,0,8222.96,0,-83389.33762088306,85649.90690677427
6555,634,0,25,9,0.0,2,1,1,8227.91,0,-83388.95517552659,85644.97118796258
6556,692,1,36,3,0.0,2,1,1,8282.22,0,-83384.73683429282,85590.82541907672
6557,542,0,29,9,0.0,1,1,0,8342.35,0,-83380.06857661261,85530.87652325837
6558,669,0,46,3,0.0,2,0,1,8487.75,0,-83368.77547004027,85385.91608947827
6559,804,1,50,4,0.0,1,1,1,8546.87,1,-83364.18288239428,85326.9750797552
6560,567,0,36,1,0.0,2,0,0,8555.73,0,-83363.4971341062,85318.14105358862
6561,574,0,36,3,0.0,2,1,1,8559.66,0,-83363.19186349382,85314.22294443815
6562,549,1,52,1,0.0,1,0,1,8636.05,1,-83357.25954643454,85238.06360076551
6563,771,1,33,5,0.0,2,1,0,8673.43,0,-83354.35458283572,85200.79717051641
6564,628,0,36,3,0.0,2,1,1,8742.91,0,-83348.9600861831,85131.52655614572
6565,588,0,32,1,0.0,2,1,1,8763.87,0,-83347.33272302557,85110.62972349257
6566,672,1,28,6,0.0,1,0,1,8814.69,0,-83343.38524182429,85059.9634671106
6567,686,0,35,4,0.0,1,1,0,8816.37,0,-83343.25460542881,85058.28859903669
6568,587,0,48,1,0.0,2,1,1,8908.0,0,-83336.1394685559,84966.9350391742
6569,724,0,29,4,0.0,1,1,0,8982.75,0,-83330.33313881606,84892.41119934997
6570,710,0,30,6,0.0,2,1,1,8991.17,0,-83329.67937105967,84884.01658442368
6571,696,1,30,0,0.0,2,1,1,9002.8,0,-83328.77631102921,84872.42166613365
6572,850,1,38,2,0.0,2,1,0,9015.07,0,-83327.8219162269,84860.18923051746
6573,418,1,39,2,0.0,2,0,0,9041.71,0,-83325.75715097487,84833.6283014167
6574,729,0,44,5,0.0,2,0,1,9200.54,0,-83313.41937215255,84675.27899430679
6575,612,1,38,1,0.0,2,1,1,9209.21,0,-83312.74719630694,84666.63479445668
6576,710,1,75,5,0.0,2,1,1,9376.89,0,-83299.7240022083,84499.46158688246
6577,589,0,32,2,0.0,2,0,1,9468.64,0,-83292.60001294124,84407.98822134177
6578,534,0,35,4,0.0,2,0,0,9541.15,0,-83286.96936983746,84335.69703845508
6579,648,1,38,2,0.0,2,0,1,9551.49,0,-83286.16526165114,84325.3886387144
6580,710,1,31,5,0.0,2,1,0,9561.73,0,-83285.36946352245,84315.17975030062
6581,674,1,39,6,0.0,2,1,1,9574.83,0,-83284.35241869613,84302.11921200585
6582,603,0,31,4,0.0,2,0,1,9607.1,0,-83281.84703019103,84269.94643049083
6583,754,0,35,4,0.0,2,1,1,9658.41,0,-83277.86082071772,84218.79188507571
6584,711,1,25,7,0.0,3,1,1,9679.28,0,-83276.24050907115,84197.98475780757
6585,850,0,22,2,0.0,2,1,1,9684.52,0,-83275.83225404467,84192.76102700233
6586,660,0,34,1,0.0,2,1,0,9692.58,0,-83275.20806343005,84184.7247805228
6587,703,0,43,8,0.0,2,1,0,9704.66,0,-83274.26947874886,84172.68141433243
6588,825,0,32,9,0.0,2,0,0,9751.03,0,-83270.66725764993,84126.45182960977
6589,577,1,32,1,0.0,2,1,0,9902.39,0,-83258.91494000146,83975.54816339203
6590,593,0,33,1,0.0,2,0,0,9984.4,0,-83252.54585567358,83893.78589716139
6591,645,0,49,2,0.0,2,0,0,10023.15,0,-83249.5359473749,83855.15312154136
6592,545,1,55,5,0.0,1,0,0,10034.77,1,-83248.63445587046,83843.56790382117
6593,822,0,50,7,0.0,2,1,1,10062.8,0,-83246.45502712218,83815.62343755647
6594,746,0,49,7,0.0,2,0,1,10096.25,0,-83243.85801556954,83782.27421499733
6595,687,0,35,8,0.0,2,1,0,10334.05,0,-83225.39100617672,83545.19218694483
6596,580,1,35,8,0.0,2,0,1,10357.03,0,-83223.60738931684,83522.28124588325
6597,630,0,30,3,0.0,2,0,1,10486.69,0,-83213.53748993418,83393.0129896857
6598,577,1,39,10,0.0,2,1,0,10553.31,0,-83208.3642223779,83326.59403292314
6599,774,0,32,9,0.0,2,1,0,10604.48,0,-83204.38849795745,83275.57919362262
6600,529,0,31,6,0.0,1,1,0,10625.91,0,-83202.72656833539,83254.21312834421
6601,758,0,56,1,0.0,2,1,1,10643.38,0,-83201.36754584308,83236.79667074676
6602,592,0,37,9,0.0,3,1,1,10656.89,0,-83200.32002975888,83223.32690259055
6603,744,1,39,6,0.0,1,0,0,10662.58,0,-83199.876678812,83217.6545805101
6604,575,0,28,7,0.0,1,1,1,10666.05,0,-83199.60885771785,83214.19449835327
6605,850,0,29,6,0.0,2,1,1,10672.54,0,-83199.10222202443,83207.72498367526
6606,607,1,32,7,0.0,3,0,1,10674.62,0,-83198.94299073759,83205.65048961432
6607,642,1,40,7,0.0,2,1,0,10712.82,0,-83195.97599134682,83167.565985198
6608,499,0,35,10,0.0,2,1,0,10722.54,0,-83195.2225184126,83157.87487174319
6609,719,0,50,2,0.0,2,0,0,10772.13,0,-83191.36917230011,83108.43537585031
6610,553,0,44,4,0.0,1,1,0,10789.3,0,-83190.0373500085,83091.31668759005
6611,748,1,20,7,0.0,2,0,0,10792.42,0,-83189.79330968318,83088.20669266544
6612,696,0,24,9,0.0,1,0,0,10883.52,0,-83182.718924221,82997.38166589742
6613,608,1,28,4,0.0,2,1,0,10899.63,1,-83181.46863415347,82981.32004638799
6614,640,0,45,1,0.0,1,1,1,10908.33,0,-83180.79260155885,82972.64645583437
6615,584,0,32,5,0.0,2,1,0,10956.82,0,-83177.02744846951,82924.30269705225
6616,691,0,30,9,0.0,2,0,1,10963.04,0,-83176.54339394558,82918.10182053658
6617,850,1,33,3,0.0,2,1,1,11159.19,0,-83161.308781424,82722.5447368819
6618,756,0,62,3,0.0,1,1,1,11199.04,1,-83158.21477166683,82682.81483826661
6619,570,1,43,9,0.0,2,0,1,11417.26,0,-83141.26959068012,82465.25325692016
6620,670,0,68,4,0.0,2,1,1,11426.7,0,-83140.5354059454,82455.84213399401
6621,764,1,44,1,0.0,2,1,1,11467.38,0,-83137.37539740832,82415.28525391142
6622,579,1,45,2,0.0,2,0,0,11514.39,0,-83133.72633982683,82368.41663728374
6623,694,1,22,4,0.0,2,1,1,11525.72,0,-83132.84546150797,82357.12118365776
6624,573,0,35,9,0.0,2,1,0,11743.89,0,-83115.90339169005,82139.60971683406
6625,535,0,58,1,0.0,2,1,1,11779.98,1,-83113.10087850825,82103.62863500697
6626,604,0,41,3,0.0,1,0,0,11819.84,0,-83110.00475722218,82063.88920850091
6627,536,0,40,9,0.0,2,1,1,11959.03,0,-83099.19586806426,81925.11935706213
6628,506,0,50,3,0.0,2,1,0,12016.79,0,-83094.71044061704,81867.53372332567
6629,671,1,29,6,0.0,2,0,0,12048.67,0,-83092.23315673944,81835.75049658734
6630,430,0,38,9,0.0,2,1,1,12050.77,0,-83092.07232368767,81833.65607973114
6631,596,0,36,2,0.0,2,1,1,12067.39,0,-83090.78003380097,81817.08680681042
6632,723,0,34,5,0.0,2,0,1,12092.03,0,-83088.8652842184,81792.52162560308
6633,645,1,36,8,0.0,2,1,1,12096.61,1,-83088.5103338788,81787.95520950048
6634,672,1,50,1,0.0,1,1,0,12106.82,1,-83087.7170926604,81777.77615954178
6635,637,0,43,8,0.0,1,1,0,12156.93,1,-83083.82590076917,81727.81737051027
6636,552,0,29,10,0.0,2,1,0,12186.83,0,-83081.50473446604,81698.00737369937
6637,679,0,39,6,0.0,2,1,0,12266.06,0,-83075.35044562802,81619.01708536451
6638,706,0,20,8,0.0,2,1,1,12368.11,0,-83067.42503715574,81517.27534207611
6639,850,0,28,4,0.0,2,1,1,12409.01,0,-83064.24731790692,81476.4993433477
6640,517,0,39,3,0.0,2,0,1,12465.51,0,-83059.86262455431,81420.16893100075
6641,501,0,37,4,0.0,2,0,0,12470.3,0,-83059.49079341746,81415.39334201488
6642,588,0,33,2,0.0,2,1,1,12483.56,0,-83058.46020652435,81402.1736622852
6643,412,0,29,5,0.0,2,0,0,12510.53,0,-83056.3674014958,81375.28454158483
6644,561,1,49,8,0.0,2,1,1,12513.07,0,-83056.1686347973,81372.75272476039
6645,733,1,28,5,0.0,2,0,0,12761.16,0,-83036.90033165462,81125.41250487292
6646,500,1,34,4,0.0,2,1,0,12833.96,0,-83031.24884589821,81052.83163306648
6647,690,0,54,5,0.0,1,1,0,12847.61,1,-83030.18687716665,81039.22350276187
6648,592,0,38,3,0.0,1,1,1,12905.89,1,-83025.66183686772,80981.11917418598
6649,616,1,36,6,0.0,1,1,1,12916.32,1,-83024.85162175952,80970.720746269
6650,747,0,27,10,0.0,2,0,0,13007.89,0,-83017.73906186136,80879.42770196073
6651,617,1,35,5,0.0,2,0,1,13066.3,0,-83013.20411709932,80821.19370641853
6652,620,0,29,9,0.0,2,1,0,13133.88,0,-83007.9558305573,80753.8178040649
6653,850,1,24,6,0.0,2,1,1,13159.9,0,-83005.9329402996,80727.87711882216
6654,678,1,41,9,0.0,1,0,0,13160.03,0,-83005.92440108246,80727.74698781733
6655,742,1,60,4,0.0,1,1,1,13161.66,1,-83005.7971138415,80726.12215163728
6656,740,0,36,7,0.0,1,1,1,13177.4,0,-83004.57487257234,80710.42963887934
6657,598,1,64,9,0.0,1,0,1,13181.37,1,-83004.2677824831,80706.47122072618
6658,599,0,36,4,0.0,2,0,0,13210.56,0,-83002.00099766382,80677.36933437511
6659,660,0,35,7,0.0,2,1,0,13218.6,0,-83001.37603404373,80669.35380903892
6660,678,0,27,2,0.0,2,1,1,13221.25,0,-83001.1700973384,80666.71185850295
6661,765,1,56,1,0.0,1,1,0,13228.93,1,-83000.57269854465,80659.05538369909
6662,787,0,32,4,0.0,2,1,1,13238.93,0,-82999.79600228168,80649.0856121529
6663,788,0,55,3,0.0,1,0,1,13288.46,1,-82995.94936324439,80599.70524319388
6664,534,1,49,7,0.0,1,1,0,13566.48,1,-82974.3606741855,80322.52407116204
6665,645,1,37,7,0.0,2,1,0,13589.93,0,-82972.53854134146,80299.14522818105
6666,592,0,60,9,0.0,4,1,1,13614.01,1,-82970.66888294814,80275.13782131234
6667,673,0,37,2,0.0,1,1,1,13624.02,0,-82969.8908272024,80265.15827700535
6668,631,0,23,3,0.0,2,1,0,13813.24,0,-82955.19639961669,80076.50958527469
6669,427,0,33,8,0.0,1,1,1,13858.95,0,-82951.64843912197,80030.93699607963
6670,534,0,41,9,0.0,2,1,0,13871.34,0,-82950.6851747036,80018.58477202122
6671,498,1,31,10,0.0,2,1,0,13892.57,0,-82949.0368348009,79997.4187557612
6672,651,0,36,7,0.0,2,1,0,13898.31,0,-82948.5895830059,79991.69659264844
6673,618,0,48,7,0.0,1,1,0,13921.82,1,-82946.76404232271,79968.2575112349
6674,646,1,30,5,0.0,2,1,0,13935.32,0,-82945.71544712498,79954.79834183837
6675,705,1,37,10,0.0,2,1,1,13935.53,1,-82945.69854632422,79954.58917557595
6676,695,1,31,5,0.0,2,0,1,13998.88,0,-82940.77888275565,79891.43046022007
6677,707,0,40,1,0.0,2,1,0,14090.4,1,-82933.671246344,79800.18691832884
6678,726,0,34,9,0.0,2,0,0,14121.61,0,-82931.24731815216,79769.07122343221
6679,529,1,44,1,0.0,2,0,0,14161.3,0,-82928.16680227504,79729.50048072576
6680,730,0,29,2,0.0,2,1,0,14174.09,0,-82927.17168330865,79716.74972699444
6681,514,0,66,9,0.0,2,1,1,14234.31,0,-82922.49686329026,79656.71096717699
6682,741,0,38,9,0.0,2,1,0,14379.01,0,-82911.25737690309,79512.44865942298
6683,705,1,55,8,0.0,2,1,1,14392.68,0,-82910.19602280048,79498.8198591222
6684,549,1,24,9,0.0,2,1,1,14406.41,0,-82909.13137549187,79485.13077004802
