,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,pca0,pca1
58,712,0,33,2,182888.08,1,1,0,3061.0,0,98545.51615147437,104999.43321067373
59,735,0,55,6,134140.68,1,1,0,2267.88,0,49883.745834224355,102004.41673869852
60,711,1,21,0,82844.33,2,0,1,1408.68,0,-1324.4088321133402,98877.32804464194
61,524,0,29,3,159035.45,1,1,0,2705.31,1,74737.29930714436,103501.64423149308
62,687,1,35,3,99587.43,1,1,1,1713.1,1,15391.766082029108,99874.10276685448
63,591,1,44,10,113581.98,1,1,0,1985.41,0,29365.197577890376,100689.43685280684
64,782,1,72,5,148666.99,1,1,0,2605.65,1,64392.41639914301,102795.78567865618
65,740,1,30,8,105209.54,1,1,0,1852.58,0,21007.729140182484,100171.6593321133
66,748,0,44,4,112610.77,1,0,1,2048.55,0,28401.825729478387,100551.06351975903
67,587,0,41,8,85109.21,1,1,0,1557.82,0,945.2121211091993,98904.52952540369
68,687,0,44,8,95368.14,2,1,1,1787.85,0,11191.024023936528,99471.9069000388
69,695,0,39,4,65521.2,1,1,1,1243.97,0,-18608.01228041747,97696.21984372273
70,674,0,47,6,106901.94,1,1,1,2079.2,1,22712.616723017996,100077.15598719675
71,658,1,43,7,140260.36,2,1,0,2748.72,0,56022.285042474155,102000.2852981109
72,691,0,50,6,136953.47,1,1,1,2704.98,0,52721.98575690075,101787.07900658251
73,729,1,42,4,97495.8,2,0,0,2002.5,0,13328.928411430305,99423.14017213756
74,647,0,30,6,143138.91,2,1,0,2955.46,0,58908.19679567184,102017.71888798762
75,415,0,32,5,145807.59,1,1,1,3064.65,0,61577.29458254741,102116.10859906244
76,705,0,34,7,117715.84,1,1,0,2498.67,0,33526.43379726116,100498.76442219586
77,815,0,37,2,110777.26,2,1,0,2383.59,0,26599.873097988064,100074.6445163618
78,645,1,31,1,128927.93,1,1,1,2850.01,0,44731.94647042648,101019.22040826755
79,754,0,40,2,160625.17,1,0,1,3554.63,0,76388.17889825907,102778.34829208568
80,645,0,45,6,155417.61,1,0,1,3449.22,0,71188.15919663719,102479.01854627344
81,681,0,47,9,97023.21,1,1,1,2168.13,0,12870.628147397783,99221.3087332802
82,464,0,33,8,164284.72,2,1,1,3710.34,0,80048.76628867647,102907.30962726616
83,772,0,30,4,78653.05,1,1,0,1790.48,0,-5473.379278963321,98171.18497202755
84,670,1,50,8,138340.06,1,0,1,3159.15,0,54139.65888905521,101441.96368574286
85,670,0,30,3,133446.34,1,0,0,3154.95,0,49260.39228318578,101066.1028487037
86,458,0,35,9,146780.52,2,1,1,3476.38,0,62579.261733582905,101781.18032376336
87,732,0,55,9,136576.02,1,0,1,3268.17,1,52389.41366215986,101196.27714332684
88,622,0,31,5,106260.67,1,1,1,2578.43,0,22112.053258451946,99529.63226364896
89,726,0,30,5,111375.32,2,1,0,2704.09,0,27221.01614879436,99801.55773046559
90,430,0,35,1,118894.22,1,0,0,2923.61,0,34734.253328892744,100166.62034668344
91,850,0,33,7,140956.99,1,0,0,3510.18,0,56775.9481826319,101295.22614919629
92,696,0,19,1,110928.51,1,1,1,2766.63,0,26780.41211980078,99704.50706478102
93,722,1,48,10,138311.76,1,1,1,3472.63,1,54135.789817563804,101127.23280933873
94,633,1,29,7,169988.35,1,1,0,4272.0,0,85778.79091775614,102790.29248062099
95,721,1,35,6,118273.83,1,0,1,3086.89,0,34128.42013832377,99955.65468644764
96,757,1,43,5,131433.33,2,1,1,3497.43,1,47280.05983950056,100568.3263755819
97,673,0,40,1,121629.22,1,1,1,3258.6,0,37487.01106473366,100045.04396792705
98,483,0,27,1,77805.66,1,1,1,2101.89,0,-6294.028599660982,97794.9059148658
99,709,0,26,6,156551.63,1,0,1,4410.77,0,72393.42916405904,101608.44113803431
100,452,0,35,4,148172.44,1,1,1,4175.68,0,64021.28580500685,101192.08930833518
101,549,0,54,5,92877.33,1,1,0,2619.64,1,8772.33244733964,98449.19135451225
102,733,0,45,2,113939.36,2,1,0,3218.71,0,29817.27814045724,99487.61630077523
103,677,1,41,8,146720.98,2,1,1,4195.84,0,62575.77719668253,101059.26999994252
104,789,0,33,8,151607.56,1,1,0,4389.4,0,67462.6320760969,101245.78854651852
105,589,1,20,2,121093.29,2,1,0,3529.72,0,36973.754025965834,99733.12195560907
106,684,1,38,3,134168.5,3,1,0,3966.5,1,50043.39670899909,100313.08710598946
107,516,1,37,8,113143.12,1,0,0,3363.36,0,29034.674356569973,99281.56615385893
108,643,1,20,0,133313.34,1,1,1,3965.69,0,49190.75602864649,100247.4824544232
109,615,0,32,7,92199.84,1,1,1,2755.53,0,8107.442345426683,98261.09780632559
110,534,0,34,5,170600.78,1,0,1,5240.53,0,86464.58678423695,101872.2487985696
111,613,0,37,3,171653.17,1,0,1,5353.12,0,87522.54298071496,101841.72809424189
112,789,1,53,1,158271.74,1,1,1,5036.39,1,74156.93098553324,101118.29528021338
113,609,0,32,7,118520.41,1,0,0,3815.48,0,34430.836926028984,99248.41425048752
114,850,1,45,5,174088.3,4,1,0,5669.31,1,89974.8762953253,101715.60690469143
115,518,1,28,9,85146.36,1,0,0,2803.89,0,1079.0194664494338,97665.10765351758
116,648,1,42,8,121980.56,2,1,0,4027.02,0,37896.96552165089,99306.22980913235
117,737,0,50,4,127552.85,2,1,0,4225.11,0,43467.81112577801,99541.48448670036
118,677,1,58,1,90022.85,1,0,1,2988.28,0,5955.103298729989,97859.98513285619
119,599,0,50,3,121159.65,1,0,0,4033.39,1,37079.02904833196,99236.12672993651
120,592,0,37,3,96651.03,1,1,1,3232.82,0,12582.255510408268,98130.93029455366
121,850,1,31,1,130089.56,2,1,1,4466.21,0,46015.58484288485,99498.11481475495
122,611,0,38,4,71018.6,2,1,0,2444.29,0,-13033.998636937285,96926.4548247095
123,667,1,27,3,106116.5,2,1,0,3674.71,0,22053.456591764465,98425.46701070722
124,538,1,28,6,164365.44,1,0,1,5698.97,0,80283.6809363045,100930.95451839987
125,679,0,58,9,109327.65,1,1,1,3829.13,0,25266.90108246879,98520.89257559643
126,605,1,29,3,116805.82,1,0,0,4092.75,0,32742.958047897897,98838.82592613736
127,783,1,59,9,126224.87,1,1,1,4423.63,0,42159.259411437946,99240.4327820589
128,648,1,51,2,116574.84,1,1,0,4121.04,1,32514.873161711486,98792.68354958722
129,602,1,56,3,115895.22,3,1,0,4176.17,1,31841.586696312643,98684.9403664126
130,777,1,30,4,137851.31,1,1,0,5008.23,1,53795.98614689219,99560.51194593319
131,624,1,52,0,133723.43,1,0,0,4859.59,1,49669.02808092776,99388.12988325646
132,640,0,26,5,90402.77,1,1,1,3298.65,0,6357.97883861318,97580.0570423406
133,490,1,35,7,107749.03,1,1,1,3937.37,0,23701.452769790452,98290.38261025128
134,850,0,35,9,102050.47,1,1,1,3769.71,0,18007.086034438827,98014.98511644236
135,696,0,31,3,150604.52,1,0,0,5566.6,0,66554.0422839565,99994.2470801241
136,654,0,55,3,87485.67,1,1,1,3299.01,0,3449.717079260596,97353.15515244073
137,624,1,35,7,119656.45,2,1,1,4595.05,0,35623.98779100238,98559.42399420154
138,653,0,58,1,132602.88,1,1,0,5097.67,1,48570.351969645766,99063.74668767578
139,554,1,36,3,157780.93,2,1,0,6089.13,0,73749.35715476469,100030.61741594599
140,833,1,28,4,136674.51,2,0,0,5278.78,0,52643.75176694447,99199.38849046998
141,619,1,31,2,56116.3,2,0,0,2181.94,0,-27911.66594648608,96030.69433430156
142,671,0,38,0,92674.94,2,1,0,3647.57,0,8650.384203904965,97408.64851673401
143,708,0,19,7,112615.86,1,1,1,4491.77,0,28596.641234471328,98115.61747325676
144,648,0,41,5,123049.21,1,0,1,5066.76,0,39043.13465849685,98352.62171386347
145,766,1,62,7,142724.48,1,0,1,5893.23,1,58723.16802522875,99056.63697700974
146,773,1,36,4,105858.71,1,0,1,4395.45,0,21852.41914065747,97686.88402579579
147,756,0,29,2,117412.19,2,1,0,4888.91,0,33409.32825066081,98092.16183599047
148,745,0,36,8,145071.24,1,0,0,6078.46,0,61077.225219928645,99054.21653850602
149,563,0,22,3,137583.04,1,0,1,5791.85,0,53589.38050364486,98758.4239294282
150,480,0,44,10,129608.57,1,1,0,5472.7,1,45614.208420328614,98457.30951117107
151,850,0,30,2,141040.01,1,1,1,5978.2,0,57050.38479366479,98841.10724517841
152,673,1,44,8,133444.97,1,0,1,5708.19,0,49457.31208202155,98520.46759581556
153,696,0,33,2,163139.27,1,1,1,7035.36,0,79165.00020090405,99503.37628493758
154,645,1,38,5,101430.3,2,0,1,4400.32,0,17437.76049669186,97338.11635381264
155,619,0,44,3,116967.68,1,1,0,5075.17,1,32980.62451739099,97871.94313886602
156,489,1,31,7,139395.08,1,0,1,6120.84,0,55421.49673333824,98571.15099941037
157,528,0,31,9,120962.59,1,1,0,5419.31,0,36990.194490302376,97839.08836805615
158,459,0,46,7,110356.42,1,1,0,4969.13,1,26381.094743185004,97464.22945603778
159,549,1,43,3,134985.66,1,1,0,6101.41,0,51023.885431523886,98248.08533245635
160,579,0,56,4,99340.83,1,0,0,4523.74,1,15364.185265369853,97052.79989903825
161,803,1,65,2,151659.52,2,0,1,6930.17,0,67711.75257837678,98716.7273314702
162,588,0,32,3,109109.33,1,0,1,4993.94,0,25139.699031841512,97342.64530255766
163,629,0,41,10,150148.51,1,0,0,6936.27,0,66205.777980204,98593.2995505807
164,639,1,27,8,133806.54,2,1,0,6251.3,0,49859.967814113246,98007.0773789175
165,715,0,38,2,96798.79,2,1,1,4554.67,0,12832.22579338345,96824.5479432649
166,624,0,27,9,94667.29,2,0,1,4470.52,0,10700.627153565063,96742.91040029937
167,673,0,43,8,127132.96,1,0,1,6009.27,1,43187.74713766301,97730.10384409505
168,479,0,47,6,121797.09,1,0,1,5811.9,1,37852.662490241215,97512.49149294327
169,640,1,42,5,176099.13,1,1,1,8404.73,0,92192.0650645325,99144.60935081317
170,715,1,38,5,118590.41,1,1,1,5684.17,1,34645.74971770131,97390.80451010779
171,580,0,67,3,153946.14,1,1,1,7418.92,0,70029.42109090606,98407.03246809855
172,596,0,34,4,99441.21,2,0,1,4802.27,0,15485.89290441605,96782.90665920262
173,520,1,29,8,95947.76,1,1,0,4696.44,0,11994.77402512322,96617.11415541747
174,574,0,54,1,99774.5,1,0,0,4896.11,1,15825.463864490714,96715.23345953134
175,648,1,54,9,120633.42,1,0,0,5924.38,1,36701.243800152966,97309.9807041148
176,579,1,39,5,117833.3,3,0,0,5831.0,1,33902.32786366186,97185.62007466501
177,565,0,31,2,89558.39,2,1,1,4441.54,0,5604.9055455542175,96375.04361892564
178,754,1,55,3,161608.81,1,1,0,8080.85,1,77720.35618296768,98342.18792765804
179,578,0,59,10,185966.64,1,0,0,9445.42,1,102110.59378796286,98873.37670107874
180,666,1,31,2,79589.43,1,0,0,4050.57,0,-4364.308836895478,95990.6400137257
181,595,1,32,0,92466.21,1,1,0,4721.3,0,8525.670118693413,96321.95101428963
182,779,1,37,2,128389.63,1,1,1,6589.16,1,44485.65729183091,97249.55897897146
183,569,1,28,3,100032.52,1,1,0,5159.21,1,16103.13688547361,96472.96592208938
184,626,1,37,6,108269.37,1,1,0,5597.94,0,24349.18306648968,96675.23798200548
185,756,0,30,2,145127.85,1,0,0,7554.68,0,61248.308126188065,97586.85129209963
186,600,1,58,8,118723.11,1,0,0,6209.51,1,34818.846044130034,96877.3562995012
187,588,1,30,0,110148.49,1,1,0,5790.9,1,26237.6128399819,96628.7937740091
188,535,0,37,3,175534.78,2,1,1,9241.52,0,91694.40387253748,98266.51858648207
189,583,0,40,4,107041.3,1,1,1,5635.63,0,23127.74861956493,96542.28930476883
190,684,0,18,9,90544.0,1,0,1,4777.23,0,6613.609759679428,96116.91064214622
191,640,0,39,9,131607.28,4,0,1,6981.43,1,47724.0520876223,97108.35713592412
192,588,0,41,2,131341.46,2,0,1,7034.94,0,47463.19002744391,97034.36490309064
193,726,0,50,9,94504.35,1,0,1,5078.9,0,10585.427351457749,96123.71417226619
194,681,0,46,0,105969.42,1,1,0,5771.56,0,22069.663171154796,96323.52755703004
195,531,0,27,8,132576.25,1,0,0,7222.92,0,48708.84879320879,96942.84666861696
196,696,0,34,9,150856.79,1,0,1,8236.78,0,67012.91758149813,97351.72274869273
197,458,1,28,2,171932.26,2,1,1,9578.24,0,88128.91296833917,97651.04221482668
198,697,1,38,6,132591.36,1,1,1,7387.8,1,48736.719434116014,96779.63862856322
199,587,0,62,7,121286.27,1,0,1,6776.92,0,37418.330141201855,96510.71587708633
200,850,1,45,1,121874.89,1,0,0,6865.41,1,38012.047028388435,96468.2063939869
201,696,0,38,6,142316.14,1,1,1,8018.49,0,58481.10896992522,96906.08343016528
202,562,1,29,9,120307.58,1,1,1,6795.61,0,36444.046989277376,96416.07675418825
203,683,1,57,5,162448.69,1,0,0,9221.78,1,78646.30402014073,97269.92885008069
204,597,1,72,6,124978.19,2,1,1,7144.46,0,41127.64350511753,96431.00182798921
205,544,1,21,10,161525.96,2,1,0,9262.77,0,77729.54258406168,97157.40257760472
206,774,0,49,1,142767.39,1,1,1,8214.41,0,58946.21215398634,96745.7996486056
207,729,0,31,8,164870.81,2,1,1,9567.39,0,81087.94942217668,97113.46547937082
208,604,0,23,9,124577.33,1,1,1,7267.25,0,40737.529910499696,96277.45166843722
209,797,0,32,1,151922.94,1,1,0,8877.06,0,68125.57301253568,96796.17440662993
210,784,1,42,2,109052.04,2,1,0,6409.55,0,25192.520765085323,95926.86210894313
211,811,1,28,4,167738.82,2,1,1,9903.42,0,83973.394650281,97001.18131839763
212,733,1,24,3,161884.99,1,1,1,9617.24,0,78115.01835949325,96831.88614143779
213,706,1,39,8,112889.91,1,0,1,6723.66,0,29043.193051679737,95911.75091836802
214,597,0,43,2,85162.26,1,0,1,5104.08,1,1273.505885791626,95373.09960324896
215,693,1,43,4,152341.55,1,1,0,9241.78,0,68571.24210777976,96465.06500005089
216,677,0,28,0,143988.0,2,1,0,8755.69,1,60205.170740516594,96300.9470626689
217,710,0,58,7,170113.0,2,0,1,10494.64,0,86386.31786669041,96596.12630887756
218,470,0,35,1,96473.59,1,0,0,5962.3,0,12617.32266713444,95395.91322072812
219,675,1,50,1,133204.91,1,0,1,8270.06,0,49416.932924002176,95947.69164035264
220,606,0,65,10,126306.64,3,0,0,7861.68,1,42507.78103868269,95819.11586042908
221,581,0,54,4,89299.81,1,0,0,5558.47,1,5433.847952384384,95241.40556142581
222,696,1,27,2,96129.32,2,1,1,5983.7,0,12275.75644861143,95347.84242575328
223,692,0,27,1,125547.53,1,0,0,7900.46,0,41753.97596833266,95721.50042990173
224,554,1,43,2,120847.11,1,1,0,7611.61,1,37045.318397835945,95644.44128081556
225,710,1,41,2,156067.05,1,1,1,9983.88,0,72343.12253934817,96014.53000764089
226,558,1,32,1,108262.87,1,1,1,6935.31,0,24446.56268230624,95341.40199254626
227,689,1,28,5,95328.6,1,1,0,6129.61,1,11488.786090107504,95140.18885703335
228,702,1,29,6,149218.39,1,1,1,9633.01,0,65487.89753591789,95832.4707980845
229,515,0,29,4,151012.55,2,1,0,9770.97,0,67287.3511877251,95834.26198948197
230,632,1,50,5,107959.39,1,1,1,6985.34,1,24147.885365728387,95267.95498679519
231,579,0,41,0,141749.68,1,0,1,9201.53,0,58008.233982508835,95682.62449900908
232,666,1,38,6,127043.09,1,1,1,8247.0,0,43271.93141292789,95492.15270563963
233,700,1,27,6,137963.07,1,0,0,8996.79,0,54217.16092570607,95592.67697493831
234,609,0,39,2,139443.75,2,1,0,9234.06,0,55711.79474913929,95471.11345171885
235,608,0,26,1,106648.98,1,0,1,7063.6,0,22847.51033315332,95088.16429562075
236,579,1,35,1,129490.36,2,0,1,8590.83,1,45738.51147047171,95339.41673383779
237,714,1,51,4,88308.87,3,0,0,5862.53,1,4469.5153766466565,94861.30751236723
238,679,1,39,7,91187.9,1,0,1,6075.36,0,7356.378410594656,94872.70669555299
239,594,1,34,7,141525.55,1,0,0,9443.15,0,57803.545289377056,95424.32823548019
240,453,1,37,4,131834.76,2,1,0,8949.2,0,48103.661039219056,95164.1956325875
241,705,1,43,10,146547.78,1,0,1,10072.55,1,62859.48805107132,95186.85772876714
242,850,1,27,7,43658.33,2,1,1,3025.49,0,-40266.49870517722,94222.20210028108
243,590,0,47,0,117879.32,1,1,1,8214.46,0,34133.3094191124,94812.9324103064
244,587,1,39,6,101851.8,2,1,0,7103.71,0,18067.933240457474,94675.62459809917
245,506,1,41,3,57745.76,1,1,0,4035.46,0,-26143.183095811473,94309.31632656563
246,559,0,34,2,137390.11,2,1,0,9677.0,0,53698.755389969214,94870.02456958356
247,655,1,32,6,130935.56,1,1,0,9241.83,1,47229.904394603014,94802.61784450337
248,560,0,41,4,152532.3,1,0,0,10779.69,0,68880.84940751262,94946.61296972862
249,630,0,29,6,131354.39,1,0,1,9324.31,1,47653.87465040292,94752.91335316328
250,629,1,45,7,129818.39,3,1,0,9217.55,1,46114.22260332499,94740.0646150598
251,542,1,43,8,145618.37,1,0,1,10350.74,0,61954.48777566294,94837.32904844612
252,822,0,38,6,128289.7,3,1,0,9149.96,1,44584.90218234961,94688.73245723399
253,693,0,38,7,198338.77,2,1,1,14278.18,0,114820.6733174599,95016.0368140072
254,554,0,26,4,121365.39,1,1,1,8742.36,0,37649.847511895656,94557.3560774648
255,619,1,38,10,119658.49,1,1,1,8646.58,0,35940.664928029124,94520.28854617027
256,734,1,40,9,176914.8,1,1,1,12799.23,0,93346.55102906557,94826.72683328441
257,535,0,40,7,111756.5,1,1,0,8128.32,1,28022.290892064837,94423.3115804849
258,827,0,46,1,183276.32,1,1,1,13460.27,0,99740.1959585928,94661.72158598603
259,555,1,62,10,114822.64,1,0,1,8444.5,0,31103.725705598237,94346.20416119066
260,540,0,44,3,164113.04,2,1,1,12120.79,0,80530.76424447703,94508.92778992202
261,662,0,29,5,147092.65,1,1,0,10928.3,0,63469.16986591972,94376.0068498773
262,803,1,40,6,165526.71,1,1,0,12328.08,0,81956.26548552183,94412.05080769719
263,801,0,42,4,141947.67,1,1,1,10598.29,0,58314.101045317075,94305.45958209332
264,811,0,46,9,180226.24,1,1,0,13464.64,1,96699.66680885617,94420.49437892885
265,585,0,50,2,125845.66,1,1,0,9439.31,1,42170.71233123782,94210.45053606396
266,655,1,36,10,122314.39,1,1,0,9181.66,0,38630.098617413976,94193.08285213794
267,562,1,39,6,130565.02,1,1,0,9854.72,1,46908.07988592407,94162.80228943877
268,607,1,27,5,100912.19,1,0,0,7631.27,0,17172.13162667951,94076.68747759148
269,497,1,55,7,131778.66,1,1,1,9972.64,0,48127.211704041976,94139.48997666458
270,422,0,41,6,153238.88,1,1,0,11663.09,0,69653.89930459204,94120.75377259213
271,491,1,72,6,91285.22,1,1,1,7032.95,0,7527.769652813819,93925.56610132745
272,662,0,59,2,104568.41,1,1,0,8059.44,1,20850.561893075712,93933.75424782702
273,770,0,46,9,190678.02,1,1,1,14725.36,0,107217.78869586223,93975.27091400838
274,552,0,33,5,140931.57,1,0,1,10921.5,0,57326.167993563795,93904.31419694771
275,635,1,37,9,146748.07,1,0,1,11407.58,0,63162.85138294008,93871.41405069477
276,781,0,33,3,89276.48,1,1,0,6959.0,0,5519.355899565671,93843.29412985349
277,593,0,45,4,138825.19,1,0,0,10828.78,0,55218.949306455295,93833.17206753207
278,645,0,31,7,161171.7,2,1,0,12599.94,1,77635.51937129261,93802.79963542061
279,581,0,40,0,101016.53,1,0,1,7926.35,1,17299.072345901062,93790.6016816649
280,611,1,40,7,128486.91,2,1,0,10109.47,0,44856.03048979253,93747.43502770782
281,504,1,32,8,206663.75,1,0,0,16281.94,0,123276.12174152263,93664.84885752278
282,583,1,31,4,158978.79,1,1,0,12538.92,0,75444.4928163723,93693.33294165222
283,650,0,34,4,142393.11,1,1,1,11276.48,0,58810.86277358285,93663.91033997045
284,729,0,34,3,152303.8,1,1,0,12128.69,0,68757.80492606277,93583.94225720124
285,492,1,52,8,125396.24,1,1,0,10014.72,1,41767.33531283779,93601.87592495118
286,606,0,61,5,108166.09,2,0,1,8643.21,0,24482.711708107283,93631.14429973939
287,681,0,42,3,118199.97,2,1,0,9452.88,1,34549.16801354843,93603.15467656161
288,843,1,38,8,134887.53,1,1,1,10804.04,0,51291.26256822031,93552.0379945909
289,645,0,43,9,140121.17,1,1,0,11302.7,1,56547.82056925122,93461.32981757817
290,557,1,32,6,184686.41,2,1,0,14956.44,0,101262.2177866679,93279.57743096913
291,705,1,39,8,144102.32,1,1,1,11682.36,0,60546.43207827977,93391.99421858537
292,597,1,60,0,131778.08,1,0,0,10703.53,1,48183.395625476456,93410.76264723696
293,714,1,49,4,93059.34,1,1,0,7571.51,1,9338.358372273196,93526.41211835499
294,614,1,41,7,179915.85,1,0,0,14666.35,1,96483.53757565036,93198.30805255884
295,514,0,35,3,121030.9,1,1,0,10008.68,0,37414.71025946845,93268.88379465707
296,716,0,66,5,121411.9,1,0,0,10070.4,1,37799.35485584967,93236.93950066775
297,641,0,30,2,87505.47,2,0,1,7278.57,0,3778.511152007912,93387.1515203865
298,658,0,44,2,168396.34,1,1,1,14178.73,0,84960.94964702931,92789.84608547999
299,495,0,39,8,120252.02,2,1,1,10160.23,0,36649.951837974215,93057.3033272164
300,720,1,34,6,110717.38,1,1,1,9398.45,0,27084.949668792226,93076.3196721548
301,497,1,32,8,111537.23,4,1,1,9497.99,1,27910.051790243702,93040.74943074495
302,747,0,49,6,202904.64,1,1,1,17298.72,1,119607.33064032975,92359.20658941825
303,805,1,39,5,165272.13,1,1,0,14109.85,1,81840.82728782902,92615.89120738437
304,759,0,30,4,101802.67,1,0,0,8693.8,0,18142.44020097408,93086.52195607703
305,587,1,49,7,155393.98,2,1,0,13308.2,1,71930.25208909139,92647.9786265777
306,838,1,39,5,166733.92,2,1,0,14279.44,0,83311.37322894574,92560.33665275805
307,529,1,31,6,152310.55,1,1,0,13054.25,0,68836.41195562037,92661.70112502333
308,501,1,34,3,107747.57,1,1,0,9249.36,0,24112.52840559129,92994.32214761907
309,590,1,76,5,160979.68,1,0,1,13848.58,0,77541.0488330856,92543.01824567727
310,534,1,42,9,144801.97,1,0,1,12483.39,1,61306.175721321386,92647.71796675559
311,443,0,35,6,161111.45,1,0,0,13946.66,0,77680.03620997231,92455.46722309549
312,622,0,29,7,101486.96,1,1,1,8788.35,0,17835.025163190414,92967.7389100445
313,605,0,39,6,111169.91,1,0,0,9641.4,0,27554.979487095865,92869.24670004807
314,750,1,36,8,112940.07,1,0,1,9855.81,0,29336.44590383801,92792.95599056504
