,Gender,IsActiveMember,Exited,CreditScore_sign,Age_log,Age_gtmean,Age_gtq3,Age_pow20,Age_sign,Tenure_log,Balance_log,Balance_sqrt,Balance_gtmean,Balance_pow20,EstimatedSalary_sign,Geography_France,Geography_Germany,Geography_Spain,"AgeBins_(17.999, 31.0]","AgeBins_(31.0, 35.0]","AgeBins_(35.0, 40.0]","AgeBins_(40.0, 46.0]","AgeBins_(46.0, 92.0]"
49,0,1,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,12.089522368464587,421.8969897972727,1,31682956928.584904,1.0,0,0,1,0,0,1,0,0
50,1,0,0,1,3.4339872044851463,0,0,961.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
51,1,1,0,1,3.7376696182833684,1,0,1764.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
52,0,1,0,1,4.290459441148391,1,1,5329.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1
53,1,1,0,1,3.7376696182833684,1,0,1764.0,1,2.1972245773362196,11.802876162145864,365.5627989826098,1,17858623259.5456,1.0,0,1,0,0,0,0,1,0
54,1,1,0,1,3.784189633918261,1,0,1936.0,1,0.6931471805599453,11.492815916578587,313.0640988679475,1,9605789563.356901,1.0,0,1,0,0,0,0,1,0
55,0,1,0,1,3.7612001156935624,1,0,1849.0,1,1.0986122886681098,11.87870883100094,379.68972859428266,1,20783342511.2041,1.0,0,1,0,0,0,0,1,0
56,0,0,0,1,3.7376696182833684,1,0,1764.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
57,0,1,0,1,4.1588830833596715,1,1,4096.0,1,0.6931471805599453,11.888469227792728,381.5472185719613,1,21193035607.7584,1.0,1,0,0,0,0,0,0,1
58,1,1,0,1,3.4011973816621555,0,0,900.0,1,1.9459101490553132,11.72026787316123,350.77112195846456,1,15138935110.544401,1.0,0,1,0,1,0,0,0,0
59,1,1,0,1,4.31748811353631,1,1,5625.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1
60,0,1,0,1,3.6635616461296463,1,0,1521.0,1,2.1972245773362196,11.622447001560568,334.02755874328693,1,12448848966.8481,1.0,0,1,0,0,0,1,0,0
61,1,1,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
62,1,1,1,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,11.652171361172984,339.02901055809366,1,13211357620.048899,1.0,0,1,0,0,0,1,0,0
63,0,1,0,1,3.295836866004329,0,0,729.0,1,0.6931471805599453,11.761682414577608,358.1103600847091,1,16446274743.5809,1.0,1,0,0,1,0,0,0,0
64,0,0,1,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,11.515680466466113,316.66367016126117,1,10055252109.7744,1.0,0,1,0,0,0,1,0,0
65,1,1,0,1,3.828641396489095,1,1,2116.0,1,1.9459101490553132,10.859308180530816,228.07034002693118,0,2705672578.5664,1.0,1,0,0,0,0,0,1,0
66,1,1,1,1,3.9889840465642745,1,1,2916.0,1,0.0,11.877761615480868,379.50994716871384,1,20744007172.839996,1.0,0,1,0,0,0,0,0,1
67,1,0,0,1,3.5263605246161616,0,0,1156.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
68,1,0,0,1,3.6888794541139363,1,0,1600.0,1,1.9459101490553132,11.647062486664437,338.16408738953936,1,13077054589.502499,1.0,1,0,0,0,0,1,0,0
69,0,1,0,1,3.8918202981106265,1,1,2401.0,1,1.6094379124341003,11.570421432943482,325.45061069231383,1,11218643907.61,1.0,1,0,0,0,0,0,0,1
70,0,1,0,1,3.7376696182833684,1,0,1764.0,1,2.1972245773362196,11.649475559226834,338.5723408667636,1,13140318891.312899,1.0,1,0,0,0,0,0,1,0
71,1,0,0,1,3.367295829986474,0,0,841.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
72,1,0,1,1,3.784189633918261,1,0,1936.0,1,1.9459101490553132,12.151184264978658,435.1070672834446,1,35841365705.7856,1.0,0,0,1,0,0,0,1,0
73,0,0,0,1,3.4965075614664802,0,0,1089.0,1,1.0986122886681098,11.72975601113445,352.4391578698372,1,15428958802.4896,1.0,0,1,0,0,1,0,0,0
74,0,1,0,1,3.1354942159291497,0,0,529.0,1,1.6094379124341003,11.796035350889147,364.31456188299694,1,17615952170.010002,1.0,0,1,0,1,0,0,0,0
75,0,1,0,1,3.6109179126442243,0,0,1369.0,1,2.0794415416798357,12.030144745681048,409.5554785374016,1,28135261699.7761,1.0,0,1,0,0,0,1,0,0
76,1,0,0,1,3.4011973816621555,0,0,900.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
77,1,1,1,1,3.828641396489095,1,1,2116.0,1,1.6094379124341003,11.52017412980614,317.37596002217936,1,10146029256.25,1.0,0,1,0,0,0,0,1,0
78,0,1,0,1,3.4339872044851463,0,0,961.0,1,0.0,11.883663439324282,380.6315015865082,1,20990312918.5156,1.0,0,0,1,1,0,0,0,0
79,0,0,0,1,3.332204510175204,0,0,784.0,1,2.0794415416798357,11.811301527335786,367.10604734871913,1,18162103858.9225,1.0,0,0,1,1,0,0,0,0
80,1,0,1,1,3.8066624897703196,1,1,2025.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
81,0,1,0,1,3.9318256327243257,1,1,2601.0,1,2.0794415416798357,11.310937302028798,285.85041542737,1,6676599273.411601,1.0,1,0,0,0,0,0,0,1
82,0,0,0,1,3.4339872044851463,0,0,961.0,1,0.0,11.754461708913238,356.8197864468841,1,16210474070.5296,1.0,0,1,0,1,0,0,0,0
83,1,1,0,1,3.4339872044851463,0,0,961.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
84,0,0,0,1,3.1780538303479458,0,0,576.0,1,1.9459101490553132,11.604212654298202,330.9960120605685,1,12003034245.8896,1.0,1,0,0,1,0,0,0,0
85,0,0,0,1,3.784189633918261,1,0,1936.0,1,1.0986122886681098,12.005879458265056,404.6165097966221,1,26802444058.830395,1.0,0,1,0,0,0,0,1,0
86,1,1,0,1,3.258096538021482,0,0,676.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
87,1,1,0,1,3.6375861597263857,0,0,1444.0,1,2.0794415416798357,11.689212265865512,345.3664865038297,1,14227243669.560099,1.0,1,0,0,0,0,1,0,0
88,1,1,0,1,3.6109179126442243,0,0,1369.0,1,1.9459101490553132,11.150661359297583,263.8367866693347,0,4845531217.022501,1.0,1,0,0,0,0,1,0,0
89,0,1,0,1,3.970291913552122,1,1,2809.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
90,1,1,0,1,3.5263605246161616,0,0,1156.0,1,1.3862943611198906,11.175766412545029,267.1694780471751,0,5095037303.0209,1.0,1,0,0,0,1,0,0,0
91,0,1,0,1,2.995732273553991,0,0,400.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
92,1,1,0,1,3.4011973816621555,0,0,900.0,1,2.302585092994046,11.253751416348456,277.7928544797364,1,5955034497.0769,1.0,0,1,0,1,0,0,0,0
93,1,0,0,1,3.784189633918261,1,0,1936.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
94,1,1,0,1,3.091042453358316,0,0,484.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
95,1,1,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,11.848256765256759,373.95234990570657,1,19555326284.929596,1.0,0,0,1,0,0,0,1,0
96,1,0,0,1,3.828641396489095,1,1,2116.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
97,0,1,0,1,3.6375861597263857,0,0,1444.0,1,1.9459101490553132,11.870646761291324,378.1622667585967,1,20450916244.890003,1.0,0,0,1,0,0,1,0,0
98,0,0,0,1,3.7612001156935624,1,0,1849.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
99,0,1,0,1,3.5553480614894135,0,0,1225.0,1,1.9459101490553132,11.732994133674637,353.0102406446589,1,15529204779.412899,1.0,1,0,0,0,1,0,0,0
100,1,1,0,1,3.4339872044851463,0,0,961.0,1,2.302585092994046,11.116008417865554,259.3048013439011,0,4521080431.440399,1.0,0,1,0,1,0,0,0,0
101,0,0,0,1,3.713572066704308,1,0,1681.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
102,0,0,0,1,3.6888794541139363,1,0,1600.0,1,2.0794415416798357,11.984629335486245,400.3401928360429,1,25687200530.952896,1.0,1,0,0,0,0,1,0,0
103,1,1,1,1,3.9318256327243257,1,1,2601.0,1,1.9459101490553132,11.56837824170453,325.1183015457604,1,11172893777.6481,1.0,0,1,0,0,0,0,0,1
104,0,1,0,1,4.1588830833596715,1,1,4096.0,1,2.1972245773362196,11.642456554540919,337.38620303740936,1,12957143687.3025,1.0,1,0,0,0,0,0,0,1
105,1,0,0,1,3.713572066704308,1,0,1681.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
106,0,1,1,1,3.8066624897703196,1,1,2025.0,1,1.791759469228055,11.50855814208385,315.53798503508256,1,9913033904.2084,1.0,0,1,0,0,0,0,1,0
107,1,1,1,1,3.7376696182833684,1,0,1764.0,1,2.0794415416798357,11.79656969630276,364.4119097943974,1,17634788239.681602,1.0,0,1,0,0,0,0,1,0
108,0,0,0,1,3.295836866004329,0,0,729.0,1,1.791759469228055,11.739482144928367,354.1572673262544,1,15732025145.1169,1.0,0,0,1,1,0,0,0,0
109,1,1,0,1,3.4339872044851463,0,0,961.0,1,2.302585092994046,11.679784253641296,343.74225809463695,1,13961487838.387602,1.0,0,0,1,1,0,0,0,0
110,1,0,0,1,3.5263605246161616,0,0,1156.0,1,0.0,11.539794731320347,320.5048361569604,1,10552086635.222502,1.0,1,0,0,0,1,0,0,0
111,0,0,0,1,3.5263605246161616,0,0,1156.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
112,1,0,0,1,3.5263605246161616,0,0,1156.0,1,2.0794415416798357,11.535191428310396,319.76799402066496,1,10455383567.464901,1.0,0,1,0,0,1,0,0,0
113,0,1,0,1,3.5263605246161616,0,0,1156.0,1,1.0986122886681098,11.573912750428018,326.0192325615162,1,11297253735.331598,1.0,0,1,0,0,1,0,0,0
114,0,0,0,1,3.6375861597263857,0,0,1444.0,1,1.791759469228055,11.942904112725593,392.07457198854405,1,23630597782.9009,1.0,1,0,0,0,0,1,0,0
115,0,1,0,1,3.295836866004329,0,0,729.0,1,0.0,11.764111951733634,358.5456456296743,1,16526382882.8004,1.0,1,0,0,1,0,0,0,0
116,0,0,1,1,3.5263605246161616,0,0,1156.0,1,0.6931471805599453,11.936871412164617,390.893719570934,1,23347198244.41,1.0,0,1,0,0,1,0,0,0
117,1,1,0,1,3.1780538303479458,0,0,576.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
118,0,0,1,1,3.8066624897703196,1,1,2025.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
119,0,0,1,1,3.871201010907891,1,1,2304.0,1,1.791759469228055,11.74456292072673,355.0581079203797,1,15892701910.387598,1.0,0,1,0,0,0,0,0,1
120,0,0,1,1,3.784189633918261,1,0,1936.0,1,1.791759469228055,11.941769282225145,391.85216600141433,1,23577025155.534397,1.0,1,0,0,0,0,0,1,0
121,0,1,0,1,3.4011973816621555,0,0,900.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
122,1,0,0,1,2.8903717578961645,0,0,324.0,1,1.3862943611198906,11.323789784679597,287.6932741653861,1,6850445813.4564,1.0,1,0,0,1,0,0,0,0
123,0,0,0,1,3.5553480614894135,0,0,1225.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
124,1,1,0,1,3.5263605246161616,0,0,1156.0,1,1.6094379124341003,11.238509276949834,275.6838225213805,0,5776238642.464901,1.0,0,0,1,0,1,0,0,0
125,0,1,0,1,3.4657359027997265,0,0,1024.0,1,1.791759469228055,11.898921678087392,383.5464900113153,1,21640737184.5681,1.0,1,0,0,0,1,0,0,0
126,1,1,0,1,4.04305126783455,1,1,3249.0,1,0.0,11.60531976135183,331.1792867919128,1,12029640979.2784,1.0,0,0,1,0,0,0,0,1
127,1,0,1,1,3.7612001156935624,1,0,1849.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
128,1,1,1,1,4.007333185232471,1,1,3025.0,1,1.791759469228055,10.70508703924006,211.1446660467652,0,1987560965.4849,1.0,1,0,0,0,0,0,0,1
129,0,1,0,1,3.4657359027997265,0,0,1024.0,1,1.6094379124341003,12.09684404736653,423.44431747279356,1,32150315299.9081,1.0,1,0,0,0,1,0,0,0
130,0,0,0,1,3.332204510175204,0,0,784.0,1,1.9459101490553132,11.951570061907207,393.77710700344176,1,24043730749.3681,1.0,1,0,0,1,0,0,0,0
131,0,0,1,1,3.8918202981106265,1,1,2401.0,1,0.6931471805599453,11.669357340890048,341.95483619916826,1,13673352214.2721,1.0,0,1,0,0,0,0,0,1
132,0,0,0,1,3.58351893845611,0,0,1296.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
133,0,0,0,1,3.1780538303479458,0,0,576.0,1,0.6931471805599453,11.90629876088998,384.9638294697308,1,21962395268.122498,1.0,1,0,0,1,0,0,0,0
134,1,1,0,1,3.4965075614664802,0,0,1089.0,1,1.9459101490553132,11.647720134324594,338.27530208396826,1,13094266094.832397,1.0,0,1,0,0,1,0,0,0
135,0,0,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
136,1,0,0,1,3.58351893845611,0,0,1296.0,1,0.6931471805599453,12.075450160784877,418.93889769273034,1,30803689896.039997,1.0,0,0,1,0,0,1,0,0
137,1,1,1,1,3.871201010907891,1,1,2304.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1
138,0,0,0,1,3.58351893845611,0,0,1296.0,1,2.302585092994046,11.577803990799653,326.6541596245179,1,11385517404.6436,1.0,0,1,0,0,0,1,0,0
139,1,0,0,1,3.5263605246161616,0,0,1156.0,1,2.0794415416798357,11.714546499626096,349.76910955657587,1,14966691454.864899,1.0,1,0,0,0,1,0,0,0
140,0,1,0,1,3.5553480614894135,0,0,1225.0,1,0.6931471805599453,11.525418698517907,318.2093021896123,1,10253012451.2656,1.0,1,0,0,0,1,0,0,0
141,1,1,0,1,4.060443010546419,1,1,3364.0,1,1.0986122886681098,11.664385671575266,341.105848674572,1,13538067150.24,1.0,0,1,0,0,0,0,0,1
142,0,1,0,1,3.784189633918261,1,0,1936.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
143,0,0,0,1,3.6888794541139363,1,0,1600.0,1,2.302585092994046,11.49910165487314,314.049566151587,1,9727310772.036901,1.0,1,0,0,0,0,1,0,0
144,1,0,1,1,3.828641396489095,1,1,2116.0,1,1.791759469228055,11.377804466734746,295.56897672117077,1,7631947815.440401,1.0,0,1,0,0,0,0,1,0
145,0,1,0,1,3.7376696182833684,1,0,1764.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
146,0,0,1,1,3.7376696182833684,1,0,1764.0,1,0.0,11.497768374439474,313.8402778484623,1,9701406858.3184,1.0,0,1,0,0,0,0,1,0
147,1,0,0,1,3.912023005428146,1,1,2500.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1
148,1,0,0,1,3.4339872044851463,0,0,961.0,1,1.791759469228055,11.569916198085883,325.36840657937273,1,11207313533.160002,1.0,0,1,0,1,0,0,0,0
149,0,1,0,1,3.5553480614894135,0,0,1225.0,1,1.6094379124341003,11.608965378454155,331.7835137555813,1,12117672448.09,1.0,0,0,1,0,1,0,0,0
150,1,0,1,1,3.713572066704308,1,0,1681.0,1,2.0794415416798357,11.780669769494747,361.5263337573074,1,17082827207.664099,1.0,0,1,0,0,0,0,1,0
151,1,0,0,1,3.4339872044851463,0,0,961.0,1,1.0986122886681098,10.845318732608401,226.4806172722072,0,2631020064.6409,1.0,0,1,0,1,0,0,0,0
152,1,0,1,1,3.8066624897703196,1,1,2025.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
153,0,1,0,1,3.4011973816621555,0,0,900.0,1,1.791759469228055,11.629578618105251,335.22076308009326,1,12627682139.161602,1.0,0,1,0,1,0,0,0,0
154,0,0,0,1,3.4657359027997265,0,0,1024.0,1,1.791759469228055,12.024698180103568,408.44166046083006,1,27830443828.6681,1.0,0,1,0,0,1,0,0,0
155,0,0,1,1,3.6109179126442243,0,0,1369.0,1,2.1972245773362196,11.592735314765243,329.10197507763456,1,11730646691.7721,1.0,0,1,0,0,0,1,0,0
156,1,0,0,1,3.295836866004329,0,0,729.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
157,1,0,0,1,3.713572066704308,1,0,1681.0,1,0.6931471805599453,11.944754698481647,392.4375236900773,1,23718220731.984097,1.0,0,1,0,0,0,0,1,0
158,1,0,1,1,3.5263605246161616,0,0,1156.0,1,2.0794415416798357,10.649157920854613,205.32189362072424,0,1777219394.1264002,1.0,1,0,0,0,1,0,0,0
159,1,0,0,1,3.367295829986474,0,0,841.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
160,0,1,0,1,3.6109179126442243,0,0,1369.0,1,1.0986122886681098,11.47886214158952,310.8874876864619,1,9341421600.0609,1.0,1,0,0,0,0,1,0,0
161,0,1,0,1,3.5553480614894135,0,0,1225.0,1,2.302585092994046,10.957269999594773,239.51953991271776,0,3291272151.5521,1.0,1,0,0,0,1,0,0,0
162,0,0,1,1,3.4011973816621555,0,0,900.0,1,1.791759469228055,11.38064677310266,295.9893241318004,1,7675456029.702398,1.0,0,0,1,1,0,0,0,0
163,0,0,0,1,3.367295829986474,0,0,841.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
164,0,1,1,1,4.174387269895637,1,1,4225.0,1,0.0,11.82178010826981,369.03446993472033,1,18546746439.8736,1.0,0,1,0,0,0,0,0,1
165,1,0,1,1,4.007333185232471,1,1,3025.0,1,2.0794415416798357,11.684966945717711,344.63416835827525,1,14106956640.7441,1.0,0,1,0,0,0,0,0,1
166,0,0,0,1,3.4339872044851463,0,0,961.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
167,1,0,0,1,3.6375861597263857,0,0,1444.0,1,1.791759469228055,12.100080875117426,424.1301804870764,1,32359120502.688103,1.0,0,1,0,0,0,1,0,0
168,1,0,1,1,3.7612001156935624,1,0,1849.0,1,2.0794415416798357,11.794777525882733,364.0855119336665,1,17571692294.227604,1.0,1,0,0,0,0,0,1,0
169,0,1,0,1,4.04305126783455,1,1,3249.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
