,Gender,IsActiveMember,CreditScore_sign,Age_log,Age_gtmean,Age_gtq3,Age_pow20,Age_sign,Tenure_log,Balance_log,Balance_sqrt,Balance_gtmean,Balance_pow20,EstimatedSalary_sign,Geography_France,Geography_Germany,Geography_Spain,"AgeBins_(17.999, 31.0]","AgeBins_(31.0, 35.0]","AgeBins_(35.0, 40.0]","AgeBins_(40.0, 46.0]","AgeBins_(46.0, 92.0]",pred,real
8898,1,0,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,11.71932765851765,350.6062606400519,1,15110494162.5625,1.0,0,0,1,1,0,0,0,0,0,1
4671,0,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,11.747791953360313,355.63181803657557,1,15995670146.520102,1.0,0,0,1,0,0,1,0,0,0,0
1377,1,0,1,3.5553480614894135,0,0,1225.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
7828,1,0,1,3.912023005428146,1,1,2500.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,1
8881,0,0,1,3.9318256327243257,1,1,2601.0,1,2.302585092994046,11.64845856534038,338.4002216311331,1,13113618806.384102,1.0,0,1,0,0,0,0,0,1,0,1
5940,0,0,1,4.30406509320417,1,1,5476.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
2044,1,1,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
1202,0,0,1,3.784189633918261,1,0,1936.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
2524,1,1,1,3.58351893845611,0,0,1296.0,1,0.0,11.96367243160394,396.1671490671583,1,24632803401.528103,1.0,1,0,0,0,0,1,0,0,1,1
8235,1,0,1,3.58351893845611,0,0,1296.0,1,2.302585092994046,11.714349976241838,349.7347423405344,1,14960810001.0721,1.0,0,1,0,0,0,1,0,0,0,0
2521,0,1,1,3.58351893845611,0,0,1296.0,1,2.0794415416798357,11.538625374944255,320.31749874148306,1,10527437170.890001,1.0,0,1,0,0,0,1,0,0,0,0
4755,1,1,1,4.276666119016055,1,1,5184.0,1,2.0794415416798357,11.815179006034896,367.8184606568844,1,18303497743.776405,1.0,0,1,0,0,0,0,0,1,0,0
5032,0,0,1,4.007333185232471,1,1,3025.0,1,2.1972245773362196,11.509771095172718,315.72940946323007,1,9937111187.2036,1.0,0,0,1,0,0,0,0,1,0,0
9524,0,0,1,3.332204510175204,0,0,784.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
1144,1,0,1,3.8918202981106265,1,1,2401.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,0
8430,1,1,1,3.7376696182833684,1,0,1764.0,1,1.3862943611198906,11.078136381046637,254.44079861531642,0,4191283137.6144004,1.0,1,0,0,0,0,0,1,0,0,0
403,0,1,1,3.367295829986474,0,0,841.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
3319,0,1,1,3.7376696182833684,1,0,1764.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
6179,0,0,1,3.713572066704308,1,0,1681.0,1,1.0986122886681098,11.92630126753093,388.833267609653,1,22858812219.516098,1.0,0,1,0,0,0,0,1,0,0,1
9627,1,0,1,3.871201010907891,1,1,2304.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
9254,0,0,1,3.6635616461296463,1,0,1521.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
2403,0,1,1,4.0943445622221,1,1,3600.0,1,1.9459101490553132,11.711021694792302,349.15321851588305,1,14861553149.5209,1.0,0,0,1,0,0,0,0,1,0,0
61,1,1,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
6911,0,1,1,3.8066624897703196,1,1,2025.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
503,1,1,1,3.7612001156935624,1,0,1849.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
8129,1,0,1,3.7612001156935624,1,0,1849.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,1
9296,1,0,1,4.07753744390572,1,1,3481.0,1,0.0,11.81522268888338,367.82649442366164,1,18305096911.468895,1.0,0,1,0,0,0,0,0,1,0,0
1043,0,1,1,3.4011973816621555,0,0,900.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
2559,0,1,1,4.110873864173311,1,1,3721.0,1,1.0986122886681098,11.041179839329418,249.78234525282207,0,3892664333.0884004,1.0,1,0,0,0,0,0,0,1,0,0
8496,0,0,1,3.7612001156935624,1,0,1849.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
3284,1,1,1,3.58351893845611,0,0,1296.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
2068,0,0,1,3.58351893845611,0,0,1296.0,1,2.0794415416798357,11.669873058357053,342.04302360960384,1,13687462663.164898,1.0,0,1,0,0,0,1,0,0,1,0
8741,1,1,1,3.713572066704308,1,0,1681.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
5029,1,1,1,3.6109179126442243,0,0,1369.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
5742,0,1,1,3.9512437185814275,1,1,2704.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
8332,1,0,1,3.713572066704308,1,0,1681.0,1,1.9459101490553132,12.100244520560151,424.1648853924615,1,32369713081.222504,1.0,0,0,1,0,0,0,1,0,0,1
8211,1,0,1,3.7376696182833684,1,0,1764.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
2226,1,1,1,4.007333185232471,1,1,3025.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
6732,1,0,1,3.1780538303479458,0,0,576.0,1,0.0,11.54461277702571,321.2778703863682,1,10654258987.0809,1.0,1,0,0,1,0,0,0,0,0,0
7875,1,0,1,3.8066624897703196,1,1,2025.0,1,1.6094379124341003,11.68592495601116,344.7992894424233,1,14134011770.9025,1.0,0,1,0,0,0,0,1,0,0,0
9578,0,1,1,3.2188758248682006,0,0,625.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
5679,0,0,1,3.912023005428146,1,1,2500.0,1,1.791759469228055,11.886822572415504,381.2332094663318,1,21123355158.337605,1.0,0,1,0,0,0,0,0,1,0,1
970,1,0,1,3.7376696182833684,1,0,1764.0,1,2.302585092994046,12.019932507225137,407.46956941592583,1,27566442389.102505,1.0,0,1,0,0,0,0,1,0,0,0
7862,0,1,1,3.4011973816621555,0,0,900.0,1,0.0,11.637416617483343,336.53707076635703,1,12827193351.84,1.0,0,0,1,1,0,0,0,0,0,0
2540,1,0,1,3.713572066704308,1,0,1681.0,1,1.9459101490553132,11.603759094503431,330.9209573296922,1,11992150995.342398,1.0,0,0,1,0,0,0,1,0,1,0
8754,0,0,1,3.6635616461296463,1,0,1521.0,1,2.0794415416798357,11.541950241150088,320.85044802836103,1,10597675083.900099,1.0,0,1,0,0,0,1,0,0,0,0
7868,0,1,1,4.060443010546419,1,1,3364.0,1,0.0,11.559776035056887,323.72293709281706,1,10982314795.9716,1.0,1,0,0,0,0,0,0,1,0,0
2547,1,1,1,4.2626798770413155,1,1,5041.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
4123,1,0,1,3.6888794541139363,1,0,1600.0,1,1.3862943611198906,10.929105940550034,236.17025638297469,0,3111005681.4321,1.0,1,0,0,0,0,1,0,0,0,0
1823,1,0,1,3.4339872044851463,0,0,961.0,1,1.6094379124341003,12.071703530685783,418.15482778511597,1,30573732473.971596,1.0,0,0,1,1,0,0,0,0,0,0
342,1,0,1,3.713572066704308,1,0,1681.0,1,1.0986122886681098,10.421207853297515,183.20466697112275,0,1126538739.6024997,1.0,1,0,0,0,0,0,1,0,0,1
5456,0,0,1,3.332204510175204,0,0,784.0,1,2.302585092994046,11.746536124476282,355.40858177596107,1,15955544908.8676,1.0,0,1,0,1,0,0,0,0,1,1
2888,0,1,1,4.204692619390966,1,1,4489.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
6654,0,0,1,3.295836866004329,0,0,729.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
5273,1,0,1,3.9512437185814275,1,1,2704.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,1,1
7580,0,1,1,3.5263605246161616,0,0,1156.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
6805,1,1,1,3.970291913552122,1,1,2809.0,1,0.6931471805599453,11.706761969549817,348.41036149919535,1,14735478688.4484,1.0,1,0,0,0,0,0,0,1,1,1
9318,0,1,1,3.4657359027997265,0,0,1024.0,1,1.0986122886681098,11.600105686038228,330.31701439677613,1,11904845893.0489,1.0,0,0,1,0,1,0,0,0,0,0
5048,1,0,1,3.2188758248682006,0,0,625.0,1,1.0986122886681098,11.90081515969893,383.90978106841715,1,21722845232.3584,1.0,0,0,1,1,0,0,0,0,0,1
4249,0,1,1,3.5553480614894135,0,0,1225.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
7246,1,1,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,11.029572164053624,248.33684784985093,0,3803335676.0161004,1.0,0,0,1,0,0,1,0,0,0,1
741,0,0,1,3.6635616461296463,1,0,1521.0,1,2.302585092994046,11.822305866739148,369.13149418601495,1,18566258914.9636,1.0,0,0,1,0,0,1,0,0,1,0
1977,0,1,1,4.07753744390572,1,1,3481.0,1,1.6094379124341003,11.595291778671458,329.5229127086613,1,11790778234.622501,1.0,0,1,0,0,0,0,0,1,0,1
2157,0,0,1,3.4011973816621555,0,0,900.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
3620,0,1,1,4.23410650459726,1,1,4761.0,1,2.1972245773362196,11.274395269039857,280.6750612362987,1,6206050486.6801,1.0,0,1,0,0,0,0,0,1,0,0
6456,1,0,1,2.995732273553991,0,0,400.0,1,2.1972245773362196,11.71543037722779,349.9237202591445,1,14993172300.4921,1.0,0,0,1,1,0,0,0,0,0,0
7662,0,0,1,3.8066624897703196,1,1,2025.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,1
3491,1,1,1,3.6375861597263857,0,0,1444.0,1,1.0986122886681098,11.814192714606017,367.63711727735,1,18267428164.702496,1.0,0,1,0,0,0,1,0,0,0,0
5312,0,1,1,3.6888794541139363,1,0,1600.0,1,1.6094379124341003,12.110488188115184,426.3429605376404,1,33039722155.622402,1.0,0,1,0,0,0,1,0,0,0,0
333,0,0,1,3.5553480614894135,0,0,1225.0,1,1.6094379124341003,11.99086037082349,401.5894047407127,1,26009319203.402496,1.0,1,0,0,0,1,0,0,0,0,0
2478,1,0,1,3.367295829986474,0,0,841.0,1,1.791759469228055,11.500446829647236,314.26086297851344,1,9753515872.8121,1.0,0,0,1,1,0,0,0,0,0,0
