,ma2,ma3,ma4,ma5,ma6,ma12,ma24,lag4,lag5,lag6,lag7,lag8,lag12,lag24,daylength,quarter_q1,quarter_q3,season_summer,varb150,varb151,pred,real
5844,25.640398550724626,16.640398550724626,19.640398550724626,28.640398550724626,31.140398550724626,35.640398550724626,-14.359601449275374,28.640398550724626,64.64039855072463,43.640398550724626,52.640398550724626,49.640398550724626,10.640398550724626,-103.35960144927537,14.228223702902003,0,0,0,0,0,23.275567922339228,55.640398550724626
20235,670.6403985507246,638.6403985507246,620.3903985507246,605.8403985507246,587.1403985507246,374.64039855072457,189.01539855072463,565.6403985507246,547.6403985507246,493.6403985507246,475.6403985507246,409.6403985507246,-70.35960144927537,154.64039855072463,14.65008010832639,0,1,1,0,0,366.57603690722755,529.6403985507246
13129,-16.359601449275374,-9.359601449275374,-8.859601449275374,-12.759601449275374,-18.359601449275374,-43.109601449275374,-63.484601449275395,-7.359601449275374,-28.359601449275374,-46.359601449275374,-16.359601449275374,-40.359601449275374,-88.35960144927537,-88.35960144927537,14.949323409732735,0,0,1,0,0,9.005686375810884,106.64039855072463
6392,-71.85960144927537,-82.35960144927537,-86.85960144927537,-89.55960144927538,-89.35960144927537,-89.10960144927537,-92.98460144927537,-100.35960144927537,-100.35960144927537,-88.35960144927537,-82.35960144927537,-100.35960144927537,-76.35960144927537,-112.35960144927537,14.91975620757412,0,0,1,0,0,-55.584999318331455,-73.35960144927537
7913,-83.85960144927537,-80.35960144927537,-82.35960144927537,-85.35960144927537,-83.85960144927537,-68.60960144927537,-42.73460144927538,-88.35960144927537,-97.35960144927537,-76.35960144927537,-73.35960144927537,-82.35960144927537,-1.3596014492753739,-31.359601449275374,12.628755303618911,0,1,0,0,0,-74.96034250369577,-100.35960144927537
1685,22.640398550724626,13.640398550724626,7.640398550724626,-4.359601449275374,-4.359601449275374,5.890398550724626,27.265398550724626,-10.359601449275374,-52.359601449275374,-4.359601449275374,13.640398550724626,22.640398550724626,-7.359601449275374,94.64039855072463,11.510007822018546,0,0,0,0,0,18.61032763357584,94.64039855072463
25059,259.6403985507246,265.6403985507246,270.8903985507246,267.4403985507246,271.1403985507246,242.64039855072463,261.01539855072457,286.6403985507246,253.64039855072463,289.6403985507246,268.6403985507246,247.64039855072463,205.64039855072463,328.6403985507246,12.835051848609945,0,0,0,0,0,202.13753410794382,139.64039855072463
471,-76.35960144927537,-70.35960144927537,-72.60960144927537,-75.15960144927537,-78.35960144927537,-86.10960144927537,-89.10960144927537,-79.35960144927537,-85.35960144927537,-94.35960144927537,-109.35960144927537,-76.35960144927537,-106.35960144927537,-85.35960144927537,14.57532757234174,0,1,1,0,0,-56.23403979275225,-31.359601449275374
16847,-41.859601449275374,-39.359601449275374,-35.859601449275374,-34.359601449275374,-35.859601449275374,-30.609601449275374,-5.234601449275384,-25.359601449275374,-28.359601449275374,-43.359601449275374,-28.359601449275374,-37.359601449275374,-37.359601449275374,31.640398550724626,9.272048046736014,1,0,0,0,0,-24.977200311730968,-16.359601449275374
10657,-68.85960144927537,-73.35960144927537,-76.35960144927537,-73.35960144927537,-74.35960144927537,-63.859601449275374,-66.98460144927539,-85.35960144927537,-61.359601449275374,-79.35960144927537,-61.359601449275374,-55.359601449275374,-64.35960144927537,-52.359601449275374,10.098626847823306,1,0,0,0,0,-56.85099749576616,-22.359601449275374
22474,-83.85960144927537,-72.35960144927537,-46.359601449275374,-21.759601449275372,2.140398550724626,56.640398550724626,44.015398550724605,31.640398550724626,76.64039855072463,121.64039855072463,139.64039855072463,151.64039855072463,67.64039855072463,-10.359601449275374,9.59459216883361,0,0,0,0,0,-74.81626289033177,-91.35960144927537
21535,-65.85960144927537,-61.359601449275374,-62.859601449275374,-59.55960144927538,-55.359601449275374,115.64039855072463,190.64039855072463,-67.35960144927537,-46.359601449275374,-34.359601449275374,-19.359601449275374,388.6403985507246,304.6403985507246,253.64039855072463,11.510007822018546,0,0,0,0,0,-54.32699306424136,-85.35960144927537
20603,19.640398550724626,37.640398550724626,44.390398550724626,43.040398550724625,46.640398550724626,24.890398550724626,15.015398550724617,64.64039855072463,37.640398550724626,64.64039855072463,19.640398550724626,-4.359601449275374,4.640398550724626,31.640398550724626,13.92057571055927,0,1,1,0,0,14.415922517412028,-118.35960144927537
24707,4.640398550724626,7.640398550724626,9.890398550724626,10.640398550724626,12.640398550724626,-3.359601449275374,-26.984601449275385,16.640398550724626,13.640398550724626,22.640398550724626,28.640398550724626,-10.359601449275374,-40.359601449275374,-76.35960144927537,11.766134875667392,1,0,0,0,0,11.082179790979549,-70.35960144927537
25216,31.640398550724626,21.640398550724626,16.640398550724626,12.440398550724627,5.140398550724626,3.890398550724626,-12.484601449275383,1.6403985507246261,-4.359601449275374,-31.359601449275374,-28.359601449275374,7.640398550724626,-4.359601449275374,-73.35960144927537,13.105402604010695,0,0,0,0,0,24.180192421181644,70.64039855072463
2610,33.140398550724626,-8.359601449275374,-36.609601449275374,-45.75960144927537,-55.859601449275374,-72.35960144927537,-74.85960144927537,-121.35960144927537,-82.35960144927537,-106.35960144927537,-100.35960144927537,-94.35960144927537,-55.359601449275374,-94.35960144927537,9.62536964565103,0,0,0,0,0,43.53796723684715,-88.35960144927537
14366,22.640398550724626,28.640398550724626,24.890398550724626,20.240398550724628,25.640398550724626,35.890398550724626,-10.859601449275383,13.640398550724626,1.6403985507246261,52.640398550724626,58.640398550724626,31.640398550724626,67.64039855072463,-115.35960144927537,12.948447573010155,0,1,0,0,0,18.76952900231064,-52.359601449275374
20513,-103.35960144927537,-102.35960144927537,-99.60960144927537,-99.75960144927538,-102.35960144927537,-104.10960144927537,-104.85960144927537,-91.35960144927537,-100.35960144927537,-115.35960144927537,-106.35960144927537,-115.35960144927537,-121.35960144927537,-118.35960144927537,14.069983931629297,0,1,1,0,0,-88.16199250204245,4.640398550724626
19865,315.1403985507246,301.6403985507246,285.1403985507246,259.6403985507246,240.6403985507246,259.6403985507246,211.14039855072463,235.64039855072463,157.64039855072463,145.64039855072463,124.64039855072463,220.64039855072463,406.6403985507246,-82.35960144927537,14.953196199028003,0,0,1,0,0,219.0923170587801,235.64039855072463
20809,109.64039855072463,120.64039855072463,131.39039855072463,141.44039855072464,149.14039855072463,120.14039855072463,203.64039855072463,163.64039855072463,181.64039855072463,187.64039855072463,100.64039855072463,151.64039855072463,88.64039855072463,367.6403985507246,13.559463938785829,0,1,1,0,0,108.84589094910615,-43.359601449275374
16814,1.6403985507246261,8.640398550724626,19.640398550724626,22.040398550724625,26.140398550724626,28.390398550724626,7.015398550724616,52.640398550724626,31.640398550724626,46.640398550724626,37.640398550724626,34.640398550724626,34.640398550724626,-40.359601449275374,9.25172901060774,1,0,0,0,0,10.870908824502635,-22.359601449275374
6539,-82.35960144927537,-91.35960144927537,-94.35960144927537,-96.75960144927538,-99.35960144927537,-62.109601449275374,-39.734601449275374,-103.35960144927537,-106.35960144927537,-112.35960144927537,-82.35960144927537,-76.35960144927537,49.640398550724626,-46.359601449275374,14.952163087596325,0,0,1,0,0,-76.91348074626337,-106.35960144927537
19576,-109.35960144927537,-104.35960144927537,-101.85960144927537,-100.35960144927537,-99.35960144927537,-89.60960144927537,-68.10960144927539,-94.35960144927537,-94.35960144927537,-94.35960144927537,-106.35960144927537,-94.35960144927537,-49.359601449275374,-64.35960144927537,14.900845444289477,0,0,1,0,0,-88.16199250204245,-100.35960144927537
3823,-70.35960144927537,-66.35960144927537,-62.109601449275374,-66.15960144927537,-67.35960144927537,-64.10960144927537,68.01539855072463,-49.359601449275374,-82.35960144927537,-73.35960144927537,-88.35960144927537,-73.35960144927537,-34.359601449275374,298.6403985507246,9.520636773569981,1,0,0,0,0,-57.34676671191667,-52.359601449275374
5735,-31.359601449275374,-45.359601449275374,-45.609601449275374,-49.959601449275375,-56.859601449275374,-69.85960144927537,-65.98460144927537,-46.359601449275374,-67.35960144927537,-91.35960144927537,-100.35960144927537,-85.35960144927537,-85.35960144927537,-7.359601449275374,14.051735342708621,0,0,0,0,0,-12.302465494979929,-1.3596014492753739
4370,-14.859601449275374,-14.359601449275374,-4.359601449275374,4.0403985507246265,-0.35960144927537385,-3.359601449275374,5.390398550724626,25.640398550724626,37.640398550724626,-22.359601449275374,-37.359601449275374,7.640398550724626,4.640398550724626,-7.359601449275374,10.674804091710863,1,0,0,0,0,-10.59907531351785,34.640398550724626
10103,-28.359601449275374,-23.359601449275374,-21.609601449275374,-20.559601449275373,-19.359601449275374,-4.359601449275374,4.390398550724616,-16.359601449275374,-16.359601449275374,-13.359601449275374,-10.359601449275374,-7.359601449275374,28.640398550724626,34.640398550724626,9.179417388387858,1,0,0,0,0,-22.462733519987935,-52.359601449275374
12267,-95.85960144927537,-90.35960144927537,-86.10960144927537,-82.95960144927537,-80.35960144927537,-84.35960144927537,-89.48460144927537,-73.35960144927537,-70.35960144927537,-67.35960144927537,-94.35960144927537,-85.35960144927537,-85.35960144927537,-103.35960144927537,13.93966569860199,0,0,0,0,0,-79.04365506851487,-76.35960144927537
11029,81.14039855072463,74.64039855072463,75.89039855072463,72.44039855072462,68.14039855072463,47.390398550724626,8.515398550724617,79.64039855072463,58.640398550724626,46.640398550724626,73.64039855072463,40.640398550724626,10.640398550724626,-46.359601449275374,10.718292709894301,1,0,0,0,0,56.55810543350101,22.640398550724626
21818,-53.859601449275374,-46.359601449275374,-6.609601449275374,39.44039855072462,67.14039855072463,116.14039855072463,161.14039855072463,112.64039855072463,223.64039855072463,205.64039855072463,169.64039855072463,169.64039855072463,163.64039855072463,199.64039855072463,10.961584882702434,0,0,0,0,0,-40.538028571211136,-22.359601449275374
680,-89.85960144927537,-89.35960144927537,-92.10960144927537,-74.55960144927538,-54.859601449275374,25.140398550724626,32.140398550724626,-100.35960144927537,-4.359601449275374,43.640398550724626,109.64039855072463,169.64039855072463,64.64039855072463,-13.359601449275374,14.033360748578112,0,1,1,0,0,-77.26203474115036,-88.35960144927537
851,-26.859601449275374,-23.359601449275374,-23.109601449275374,-29.559601449275373,-28.359601449275374,-32.109601449275374,-46.234601449275374,-22.359601449275374,-55.359601449275374,-22.359601449275374,-19.359601449275374,-40.359601449275374,-34.359601449275374,-73.35960144927537,13.76395862267172,0,1,1,0,0,-12.584603508918551,1.6403985507246261
7293,52.640398550724626,53.640398550724626,54.140398550724626,46.040398550724625,41.640398550724626,24.890398550724626,18.765398550724615,55.640398550724626,13.640398550724626,19.640398550724626,22.640398550724626,4.640398550724626,13.640398550724626,-22.359601449275374,14.069983931629297,0,1,1,0,0,49.473893363292206,187.64039855072463
2331,-19.359601449275374,-25.359601449275374,-29.109601449275374,-27.759601449275372,-27.859601449275374,-43.109601449275374,-38.734601449275374,-40.359601449275374,-22.359601449275374,-28.359601449275374,-34.359601449275374,-76.35960144927537,-58.359601449275374,-43.359601449275374,10.003758650192118,0,0,0,0,0,-16.518556378037385,-28.359601449275374
17186,-44.859601449275374,-45.359601449275374,-48.609601449275374,-51.75960144927537,-56.859601449275374,-54.609601449275374,-56.109601449275395,-58.359601449275374,-64.35960144927537,-82.35960144927537,-70.35960144927537,-37.359601449275374,-55.359601449275374,-49.359601449275374,9.948264657291379,1,0,0,0,0,-27.191425971164605,16.640398550724626
9104,-41.859601449275374,-42.359601449275374,-37.359601449275374,-37.359601449275374,-38.359601449275374,-10.109601449275374,18.390398550724615,-22.359601449275374,-37.359601449275374,-43.359601449275374,-4.359601449275374,13.640398550724626,1.6403985507246261,109.64039855072463,9.788801311740796,0,0,0,0,0,-24.977200311730968,-58.359601449275374
22568,-17.859601449275374,-13.359601449275374,-7.359601449275374,-7.359601449275374,-5.859601449275374,-6.609601449275374,-16.484601449275385,10.640398550724626,-7.359601449275374,1.6403985507246261,7.640398550724626,19.640398550724626,-43.359601449275374,1.6403985507246261,9.478394780844518,0,0,0,0,0,-11.26683570888401,-7.359601449275374
19846,96.14039855072463,70.64039855072463,57.890398550724626,29.840398550724625,10.640398550724626,-17.359601449275374,78.64039855072463,19.640398550724626,-82.35960144927537,-85.35960144927537,-70.35960144927537,-55.359601449275374,19.640398550724626,298.6403985507246,14.954487964640844,0,0,1,0,0,82.85868731961651,280.6403985507246
19518,-43.359601449275374,-41.359601449275374,-46.359601449275374,-48.15960144927537,-47.859601449275374,-54.609601449275374,-77.48460144927539,-61.359601449275374,-55.359601449275374,-46.359601449275374,-49.359601449275374,-37.359601449275374,-91.35960144927537,-88.35960144927537,14.877965780344523,0,0,1,0,0,2.230304995789647,-64.35960144927537
12593,61.640398550724626,69.64039855072463,69.14039855072463,74.84039855072463,78.64039855072463,83.39039855072463,64.26539855072461,67.64039855072463,97.64039855072463,97.64039855072463,91.64039855072463,79.64039855072463,91.64039855072463,-16.359601449275374,14.390102411417322,0,0,0,0,0,56.02608277019096,-112.35960144927537
18625,223.64039855072463,217.64039855072463,221.39039855072463,222.4403985507246,216.6403985507246,192.39039855072463,185.8903985507246,232.64039855072463,226.64039855072463,187.64039855072463,163.64039855072463,157.64039855072463,178.64039855072463,169.64039855072463,13.237972621979115,0,0,0,0,0,194.59301396780742,85.64039855072463
23381,-95.85960144927537,-88.35960144927537,-86.85960144927537,-78.75960144927538,-77.35960144927537,-79.60960144927537,-81.60960144927539,-82.35960144927537,-46.359601449275374,-70.35960144927537,-76.35960144927537,-67.35960144927537,-76.35960144927537,-40.359601449275374,9.213754404808624,1,0,0,0,0,-78.9153486858788,-88.35960144927537
8247,-106.35960144927537,-100.35960144927537,-98.10960144927537,-94.95960144927537,-94.85960144927537,-91.35960144927537,-92.73460144927537,-91.35960144927537,-82.35960144927537,-94.35960144927537,-100.35960144927537,-82.35960144927537,-73.35960144927537,-94.35960144927537,11.97659806101773,0,1,0,0,0,-88.04159269372344,-103.35960144927537
10016,-44.859601449275374,-44.359601449275374,-42.609601449275374,-42.15960144927537,-41.859601449275374,-31.859601449275374,-8.734601449275383,-37.359601449275374,-40.359601449275374,-40.359601449275374,-70.35960144927537,-70.35960144927537,43.640398550724626,-16.359601449275374,9.134941511743026,1,0,0,0,0,-27.191425971164605,28.640398550724626
11179,-74.85960144927537,-64.35960144927537,-69.60960144927537,-65.55960144927538,-61.859601449275374,-76.85960144927537,-79.10960144927539,-85.35960144927537,-49.359601449275374,-43.359601449275374,-91.35960144927537,-88.35960144927537,-76.35960144927537,-88.35960144927537,11.210567527452012,1,0,0,0,0,-58.22916507216916,-79.35960144927537
23458,-50.859601449275374,-52.359601449275374,-56.859601449275374,-56.55960144927538,-61.859601449275374,-70.85960144927537,-72.73460144927539,-70.35960144927537,-55.359601449275374,-88.35960144927537,-88.35960144927537,-58.359601449275374,-106.35960144927537,-82.35960144927537,9.272048046736014,1,0,0,0,0,-32.19321947327472,-40.359601449275374
3872,13.640398550724626,13.640398550724626,12.890398550724626,11.240398550724626,9.640398550724626,-10.859601449275374,-40.484601449275374,10.640398550724626,4.640398550724626,1.6403985507246261,-10.359601449275374,-22.359601449275374,-37.359601449275374,-88.35960144927537,9.840732308366304,1,0,0,0,0,11.290156433144166,10.640398550724626
23867,24.140398550724626,38.640398550724626,51.140398550724626,55.640398550724626,56.640398550724626,25.640398550724626,-10.984601449275383,88.64039855072463,73.64039855072463,61.640398550724626,25.640398550724626,43.640398550724626,-37.359601449275374,-10.359601449275374,10.022499580085997,1,0,0,0,0,17.736730932016847,-31.359601449275374
1030,456.1403985507246,453.6403985507247,456.1403985507246,462.4403985507246,469.6403985507247,404.14039855072457,285.64039855072457,463.6403985507246,487.6403985507246,505.6403985507246,487.6403985507246,475.6403985507246,91.64039855072463,223.64039855072463,13.475301817002986,0,1,1,0,0,314.69553685895045,493.6403985507246
10430,-68.85960144927537,-73.35960144927537,-77.85960144927537,-81.75960144927538,-82.35960144927537,-88.60960144927537,-87.85960144927537,-91.35960144927537,-97.35960144927537,-85.35960144927537,-112.35960144927537,-82.35960144927537,-106.35960144927537,-106.35960144927537,9.492293076373553,1,0,0,0,0,-56.85099749576616,-40.359601449275374
25165,-88.35960144927537,-83.35960144927537,-71.10960144927537,-56.55960144927538,-49.859601449275374,-13.609601449275374,-19.484601449275385,-34.359601449275374,1.6403985507246261,-16.359601449275374,-22.359601449275374,13.640398550724626,55.640398550724626,-49.359601449275374,13.015990479270808,0,0,0,0,0,-76.15882316169949,-88.35960144927537
24877,-28.359601449275374,-38.359601449275374,-37.359601449275374,-36.75960144927537,-35.359601449275374,-3.359601449275374,-20.109601449275385,-34.359601449275374,-34.359601449275374,-28.359601449275374,7.640398550724626,49.640398550724626,10.640398550724626,-52.359601449275374,12.466788671646487,0,0,0,0,0,-22.462733519987935,133.64039855072463
4215,-92.85960144927537,-101.35960144927537,-99.60960144927537,-100.35960144927537,-97.35960144927537,-100.85960144927537,-94.73460144927537,-94.35960144927537,-103.35960144927537,-82.35960144927537,-82.35960144927537,-85.35960144927537,-115.35960144927537,-70.35960144927537,10.37826075021115,1,0,0,0,0,-84.42258978467879,-70.35960144927537
1490,42.140398550724626,38.640398550724626,34.640398550724626,37.640398550724626,36.140398550724626,36.640398550724626,38.015398550724626,22.640398550724626,49.640398550724626,28.640398550724626,25.640398550724626,52.640398550724626,22.640398550724626,43.640398550724626,12.210505295760717,0,1,0,0,0,47.02608008662109,43.640398550724626
22349,-25.359601449275374,-22.359601449275374,-23.109601449275374,-36.15960144927537,-42.859601449275374,-64.10960144927537,-78.98460144927539,-25.359601449275374,-88.35960144927537,-76.35960144927537,-82.35960144927537,-85.35960144927537,-82.35960144927537,-67.35960144927537,9.754897333680562,0,0,0,0,0,-22.117257227670745,-49.359601449275374
9032,42.140398550724626,49.640398550724626,53.390398550724626,73.04039855072463,92.14039855072463,122.89039855072463,106.51539855072461,64.64039855072463,151.64039855072463,187.64039855072463,220.64039855072463,199.64039855072463,73.64039855072463,70.64039855072463,9.893904774668238,0,0,0,0,0,46.46463306985666,52.640398550724626
8270,-83.85960144927537,-86.35960144927537,-90.60960144927537,-90.15960144927537,-91.85960144927537,-95.10960144927537,-91.73460144927537,-103.35960144927537,-88.35960144927537,-100.35960144927537,-91.35960144927537,-106.35960144927537,-94.35960144927537,-103.35960144927537,11.929797916752058,0,1,0,0,0,-75.21733942558059,-61.359601449275374
18640,-82.35960144927537,-78.35960144927537,-82.35960144927537,-85.35960144927537,-83.85960144927537,-38.109601449275374,81.76539855072461,-94.35960144927537,-97.35960144927537,-76.35960144927537,-79.35960144927537,-58.359601449275374,211.64039855072463,163.64039855072463,13.237972621979115,0,0,0,0,0,-73.91799727242125,-85.35960144927537
25798,-41.859601449275374,-52.359601449275374,-62.859601449275374,-69.75960144927538,-73.35960144927537,-83.10960144927537,-92.60960144927537,-94.35960144927537,-97.35960144927537,-91.35960144927537,-106.35960144927537,-82.35960144927537,-106.35960144927537,-76.35960144927537,14.32723501036125,0,0,0,0,0,-0.28354943061185095,22.640398550724626
9860,148.64039855072463,129.64039855072463,113.39039855072463,101.84039855072463,94.64039855072463,92.39039855072463,112.89039855072463,64.64039855072463,55.640398550724626,58.640398550724626,67.64039855072463,85.64039855072463,100.64039855072463,85.64039855072463,9.046803800971999,0,0,0,0,0,94.52848176930266,-49.359601449275374
5218,148.64039855072463,150.64039855072463,150.89039855072463,148.64039855072463,150.14039855072463,143.14039855072463,97.51539855072463,151.64039855072463,139.64039855072463,157.64039855072463,184.64039855072463,142.64039855072463,115.64039855072463,-28.359601449275374,12.880526656997683,0,0,0,0,0,110.74525393754436,259.6403985507246
11932,45.140398550724626,43.640398550724626,43.640398550724626,38.84039855072463,33.640398550724626,-6.609601449275374,-47.73460144927538,43.640398550724626,19.640398550724626,7.640398550724626,10.640398550724626,-34.359601449275374,-91.35960144927537,-91.35960144927537,13.06079285866513,0,0,0,0,0,48.31135480375078,-4.359601449275374
7166,-83.85960144927537,-85.35960144927537,-78.60960144927537,-72.75960144927538,-49.359601449275374,165.39039855072463,131.6403985507246,-58.359601449275374,-49.359601449275374,67.64039855072463,145.64039855072463,211.64039855072463,1042.6403985507245,-79.35960144927537,14.493625581782835,0,1,1,0,0,-74.42961954250673,-85.35960144927537
25648,-97.35960144927537,-96.35960144927537,-99.60960144927537,-96.15960144927537,-96.85960144927537,-81.85960144927537,-10.234601449275383,-109.35960144927537,-82.35960144927537,-100.35960144927537,-112.35960144927537,-103.35960144927537,97.64039855072463,-43.359601449275374,14.123953970932009,0,0,0,0,0,-87.02141144539902,-79.35960144927537
2466,-73.35960144927537,-85.35960144927537,-88.35960144927537,-85.35960144927537,-83.35960144927537,-83.35960144927537,-72.48460144927537,-97.35960144927537,-73.35960144927537,-73.35960144927537,-85.35960144927537,-82.35960144927537,-88.35960144927537,-67.35960144927537,9.823281346485125,0,0,0,0,0,-57.94385093384097,-61.359601449275374
14829,-26.859601449275374,-26.359601449275374,-22.359601449275374,-25.959601449275375,-27.359601449275374,-38.859601449275374,-3.359601449275383,-10.359601449275374,-40.359601449275374,-34.359601449275374,-16.359601449275374,-43.359601449275374,-94.35960144927537,172.64039855072463,12.070202083247942,0,1,0,0,0,-22.117257227670745,-70.35960144927537
18053,6.140398550724626,18.640398550724626,20.390398550724626,20.240398550724628,20.640398550724626,-6.359601449275374,-25.234601449275385,25.640398550724626,19.640398550724626,22.640398550724626,-13.359601449275374,-13.359601449275374,-40.359601449275374,-55.359601449275374,11.766134875667392,1,0,0,0,0,11.082179790979549,-16.359601449275374
3380,84.14039855072463,80.64039855072463,80.39039855072463,85.04039855072463,88.14039855072463,85.64039855072463,86.64039855072463,79.64039855072463,103.64039855072463,103.64039855072463,118.64039855072463,79.64039855072463,46.640398550724626,43.640398550724626,9.122034219655477,1,0,0,0,0,58.255066441406264,-22.359601449275374
17921,-17.859601449275374,-22.359601449275374,-17.109601449275374,-16.959601449275375,-17.359601449275374,-41.859601449275374,-40.48460144927538,-1.3596014492753739,-16.359601449275374,-19.359601449275374,4.640398550724626,-79.35960144927537,-82.35960144927537,-106.35960144927537,11.48682442631004,1,0,0,0,0,-11.26683570888401,-28.359601449275374
73,162.14039855072463,166.64039855072463,162.14039855072463,173.84039855072461,176.14039855072463,135.14039855072463,91.39039855072463,148.64039855072463,220.64039855072463,187.64039855072463,97.64039855072463,115.64039855072463,34.640398550724626,-28.359601449275374,14.884054237450377,0,1,1,0,0,119.87266624274343,-37.359601449275374
12485,-107.85960144927537,-104.35960144927537,-98.85960144927537,-98.55960144927538,-95.35960144927537,-98.60960144927537,-99.73460144927537,-82.35960144927537,-97.35960144927537,-79.35960144927537,-79.35960144927537,-97.35960144927537,-112.35960144927537,-85.35960144927537,14.261833534378336,0,0,0,0,0,-88.16199250204245,-82.35960144927537
12899,-103.35960144927537,-95.35960144927537,-90.60960144927537,-95.55960144927538,-97.35960144927537,-99.60960144927537,-96.60960144927537,-76.35960144927537,-115.35960144927537,-106.35960144927537,-91.35960144927537,-94.35960144927537,-94.35960144927537,-94.35960144927537,14.865058488256974,0,0,1,0,0,-87.00861632275122,-100.35960144927537
7043,331.6403985507246,331.6403985507246,341.3903985507246,344.8403985507247,344.6403985507247,320.6403985507246,285.26539855072457,370.6403985507246,358.6403985507246,343.6403985507246,331.6403985507246,301.6403985507246,292.6403985507246,-64.35960144927537,14.625960952051868,0,1,1,0,0,251.37457929641113,370.6403985507246
5975,-103.35960144927537,-101.35960144927537,-98.10960144927537,-102.15960144927537,-99.85960144927537,-98.85960144927537,-80.60960144927537,-88.35960144927537,-118.35960144927537,-88.35960144927537,-106.35960144927537,-100.35960144927537,-94.35960144927537,4.640398550724626,14.390102411417322,0,0,0,0,0,-88.16199250204245,-76.35960144927537
14380,-116.85960144927537,-105.35960144927537,-84.60960144927537,-68.55960144927538,-63.859601449275374,-37.609601449275374,-11.609601449275383,-22.359601449275374,-4.359601449275374,-40.359601449275374,-1.3596014492753739,67.64039855072463,-88.35960144927537,28.640398550724626,12.90320697242492,0,1,0,0,0,-86.04328108477397,-106.35960144927537
17177,-49.359601449275374,-51.359601449275374,-57.609601449275374,-58.359601449275374,-58.859601449275374,-56.609601449275374,-43.85960144927538,-76.35960144927537,-61.359601449275374,-61.359601449275374,-58.359601449275374,-76.35960144927537,-28.359601449275374,13.640398550724626,9.911895449250599,1,0,0,0,0,-31.011179880877016,-64.35960144927537
